Tanggal,Produk,Jumlah,Satuan
2022-09-01,Semangka,247,KG
2022-09-02,Semangka,,KG
2022-09-03,Semangka,,KG
2022-09-04,Semangka,,KG
2022-09-05,Semangka,179,KG
2022-09-06,Semangka,194,KG
2022-09-07,Semangka,222,KG
2022-09-08,Semangka,,KG
2022-09-09,Semangka,,KG
2022-09-10,Semangka,252,KG
2022-09-11,Semangka,,KG
2022-09-12,Semangka,183,KG
2022-09-13,Semangka,197,KG
2022-09-14,Semangka,214,KG
2022-09-15,Semangka,,KG
2022-09-16,Semangka,268,KG
2022-09-17,Semangka,249,KG
2022-09-18,Semangka,166,KG
2022-09-19,Semangka,183,KG
2022-09-20,Semangka,191,KG
2022-09-21,Semangka,220,KG
2022-09-22,Semangka,,KG
2022-09-23,Semangka,263,KG
2022-09-24,Semangka,247,KG
2022-09-25,Semangka,174,KG
2022-09-26,Semangka,196,KG
2022-09-27,Semangka,206,KG
2022-09-28,Semangka,236,KG
2022-09-29,Semangka,257,KG
2022-09-30,Semangka,280,KG
2022-10-01,Semangka,,KG
2022-10-02,Semangka,,KG
2022-10-03,Semangka,177,KG
2022-10-04,Semangka,182,KG
2022-10-05,Semangka,205,KG
2022-10-06,Semangka,,KG
2022-10-07,Semangka,264,KG
2022-10-08,Semangka,249,KG
2022-10-09,Semangka,150,KG
2022-10-10,Semangka,182,KG
2022-10-11,Semangka,180,KG
2022-10-12,Semangka,208,KG
2022-10-13,Semangka,240,KG
2022-10-14,Semangka,262,KG
2022-10-15,Semangka,250,KG
2022-10-16,Semangka,162,KG
2022-10-17,Semangka,,KG
2022-10-18,Semangka,,KG
2022-10-19,Semangka,208,KG
2022-10-20,Semangka,224,KG
2022-10-21,Semangka,,KG
2022-10-22,Semangka,245,KG
2022-10-23,Semangka,158,KG
2022-10-24,Semangka,,KG
2022-10-25,Semangka,201,KG
2022-10-26,Semangka,215,KG
2022-10-27,Semangka,247,KG
2022-10-28,Semangka,269,KG
2022-10-29,Semangka,252,KG
2022-10-30,Semangka,154,KG
2022-10-31,Semangka,177,KG
2022-11-01,Semangka,180,KG
2022-11-02,Semangka,203,KG
2022-11-03,Semangka,228,KG
2022-11-04,Semangka,,KG
2022-11-05,Semangka,239,KG
2022-11-06,Semangka,150,KG
2022-11-07,Semangka,169,KG
2022-11-08,Semangka,184,KG
2022-11-09,Semangka,206,KG
2022-11-10,Semangka,234,KG
2022-11-11,Semangka,,KG
2022-11-12,Semangka,,KG
2022-11-13,Semangka,152,KG
2022-11-14,Semangka,,KG
2022-11-15,Semangka,185,KG
2022-11-16,Semangka,,KG
2022-11-17,Semangka,230,KG
2022-11-18,Semangka,263,KG
2022-11-19,Semangka,248,KG
2022-11-20,Semangka,154,KG
2022-11-21,Semangka,,KG
2022-11-22,Semangka,189,KG
2022-11-23,Semangka,203,KG
2022-11-24,Semangka,227,KG
2022-11-25,Semangka,277,KG
2022-11-26,Semangka,261,KG
2022-11-27,Semangka,174,KG
2022-11-28,Semangka,191,KG
2022-11-29,Semangka,192,KG
2022-11-30,Semangka,,KG
2022-12-01,Semangka,230,KG
2022-12-02,Semangka,243,KG
2022-12-03,Semangka,230,KG
2022-12-04,Semangka,,KG
2022-12-05,Semangka,163,KG
2022-12-06,Semangka,175,KG
2022-12-07,Semangka,199,KG
2022-12-08,Semangka,227,KG
2022-12-09,Semangka,254,KG
2022-12-10,Semangka,242,KG
2022-12-11,Semangka,,KG
2022-12-12,Semangka,173,KG
2022-12-13,Semangka,186,KG
2022-12-14,Semangka,192,KG
2022-12-15,Semangka,,KG
2022-12-16,Semangka,,KG
2022-12-17,Semangka,239,KG
2022-12-18,Semangka,152,KG
2022-12-19,Semangka,,KG
2022-12-20,Semangka,,KG
2022-12-21,Semangka,220,KG
2022-12-22,Semangka,237,KG
2022-12-23,Semangka,,KG
2022-12-24,Semangka,243,KG
2022-12-25,Semangka,165,KG
2022-12-26,Semangka,186,KG
2022-12-27,Semangka,,KG
2022-12-28,Semangka,225,KG
2022-12-29,Semangka,244,KG
2022-12-30,Semangka,280,KG
2022-12-31,Semangka,,KG
2023-01-01,Semangka,151,KG
2023-01-02,Semangka,169,KG
2023-01-03,Semangka,183,KG
2023-01-04,Semangka,213,KG
2023-01-05,Semangka,232,KG
2023-01-06,Semangka,266,KG
2023-01-07,Semangka,,KG
2023-01-08,Semangka,150,KG
2023-01-09,Semangka,,KG
2023-01-10,Semangka,189,KG
2023-01-11,Semangka,206,KG
2023-01-12,Semangka,236,KG
2023-01-13,Semangka,259,KG
2023-01-14,Semangka,243,KG
2023-01-15,Semangka,150,KG
2023-01-16,Semangka,168,KG
2023-01-17,Semangka,180,KG
2023-01-18,Semangka,204,KG
2023-01-19,Semangka,236,KG
2023-01-20,Semangka,264,KG
2023-01-21,Semangka,253,KG
2023-01-22,Semangka,150,KG
2023-01-23,Semangka,181,KG
2023-01-24,Semangka,195,KG
2023-01-25,Semangka,,KG
2023-01-26,Semangka,262,KG
2023-01-27,Semangka,285,KG
2023-01-28,Semangka,266,KG
2023-01-29,Semangka,179,KG
2023-01-30,Semangka,195,KG
2023-01-31,Semangka,212,KG
2023-02-01,Semangka,219,KG
2023-02-02,Semangka,,KG
2023-02-03,Semangka,,KG
2023-02-04,Semangka,,KG
2023-02-05,Semangka,158,KG
2023-02-06,Semangka,182,KG
2023-02-07,Semangka,,KG
2023-02-08,Semangka,,KG
2023-02-09,Semangka,,KG
2023-02-10,Semangka,278,KG
2023-02-11,Semangka,260,KG
2023-02-12,Semangka,,KG
2023-02-13,Semangka,182,KG
2023-02-14,Semangka,198,KG
2023-02-15,Semangka,226,KG
2023-02-16,Semangka,248,KG
2023-02-17,Semangka,,KG
2023-02-18,Semangka,272,KG
2023-02-19,Semangka,166,KG
2023-02-20,Semangka,184,KG
2023-02-21,Semangka,201,KG
2023-02-22,Semangka,225,KG
2023-02-23,Semangka,247,KG
2023-02-24,Semangka,277,KG
2023-02-25,Semangka,271,KG
2023-02-26,Semangka,174,KG
2023-02-27,Semangka,201,KG
2023-02-28,Semangka,209,KG
2023-03-01,Semangka,222,KG
2023-03-02,Semangka,266,KG
2023-03-03,Semangka,,KG
2023-03-04,Semangka,,KG
2023-03-05,Semangka,175,KG
2023-03-06,Semangka,196,KG
2023-03-07,Semangka,206,KG
2023-03-08,Semangka,208,KG
2023-03-09,Semangka,255,KG
2023-03-10,Semangka,289,KG
2023-03-11,Semangka,,KG
2023-03-12,Semangka,179,KG
2023-03-13,Semangka,,KG
2023-03-14,Semangka,217,KG
2023-03-15,Semangka,241,KG
2023-03-16,Semangka,259,KG
2023-03-17,Semangka,290,KG
2023-03-18,Semangka,267,KG
2023-03-19,Semangka,,KG
2023-03-20,Semangka,,KG
2023-03-21,Semangka,,KG
2023-03-22,Semangka,,KG
2023-03-23,Semangka,266,KG
2023-03-24,Semangka,285,KG
2023-03-25,Semangka,,KG
2023-03-26,Semangka,194,KG
2023-03-27,Semangka,,KG
2023-03-28,Semangka,217,KG
2023-03-29,Semangka,241,KG
2023-03-30,Semangka,277,KG
2023-03-31,Semangka,,KG
2023-04-01,Semangka,,KG
2023-04-02,Semangka,182,KG
2023-04-03,Semangka,205,KG
2023-04-04,Semangka,,KG
2023-04-05,Semangka,242,KG
2023-04-06,Semangka,265,KG
2023-04-07,Semangka,300,KG
2023-04-08,Semangka,284,KG
2023-04-09,Semangka,186,KG
2023-04-10,Semangka,212,KG
2023-04-11,Semangka,218,KG
2023-04-12,Semangka,244,KG
2023-04-13,Semangka,266,KG
2023-04-14,Semangka,300,KG
2023-04-15,Semangka,,KG
2023-04-16,Semangka,190,KG
2023-04-17,Semangka,,KG
2023-04-18,Semangka,227,KG
2023-04-19,Semangka,243,KG
2023-04-20,Semangka,264,KG
2023-04-21,Semangka,,KG
2023-04-22,Semangka,280,KG
2023-04-23,Semangka,195,KG
2023-04-24,Semangka,213,KG
2023-04-25,Semangka,236,KG
2023-04-26,Semangka,266,KG
2023-04-27,Semangka,284,KG
2023-04-28,Semangka,300,KG
2023-04-29,Semangka,300,KG
2023-04-30,Semangka,213,KG
2023-05-01,Semangka,,KG
2023-05-02,Semangka,228,KG
2023-05-03,Semangka,257,KG
2023-05-04,Semangka,,KG
2023-05-05,Semangka,294,KG
2023-05-06,Semangka,285,KG
2023-05-07,Semangka,192,KG
2023-05-08,Semangka,216,KG
2023-05-09,Semangka,234,KG
2023-05-10,Semangka,255,KG
2023-05-11,Semangka,293,KG
2023-05-12,Semangka,,KG
2023-05-13,Semangka,,KG
2023-05-14,Semangka,194,KG
2023-05-15,Semangka,,KG
2023-05-16,Semangka,221,KG
2023-05-17,Semangka,248,KG
2023-05-18,Semangka,278,KG
2023-05-19,Semangka,300,KG
2023-05-20,Semangka,290,KG
2023-05-21,Semangka,196,KG
2023-05-22,Semangka,218,KG
2023-05-23,Semangka,230,KG
2023-05-24,Semangka,251,KG
2023-05-25,Semangka,298,KG
2023-05-26,Semangka,300,KG
2023-05-27,Semangka,300,KG
2023-05-28,Semangka,209,KG
2023-05-29,Semangka,226,KG
2023-05-30,Semangka,239,KG
2023-05-31,Semangka,263,KG
2023-06-01,Semangka,268,KG
2023-06-02,Semangka,300,KG
2023-06-03,Semangka,285,KG
2023-06-04,Semangka,213,KG
2023-06-05,Semangka,223,KG
2023-06-06,Semangka,229,KG
2023-06-07,Semangka,,KG
2023-06-08,Semangka,281,KG
2023-06-09,Semangka,300,KG
2023-06-10,Semangka,292,KG
2023-06-11,Semangka,194,KG
2023-06-12,Semangka,214,KG
2023-06-13,Semangka,,KG
2023-06-14,Semangka,,KG
2023-06-15,Semangka,279,KG
2023-06-16,Semangka,300,KG
2023-06-17,Semangka,280,KG
2023-06-18,Semangka,189,KG
2023-06-19,Semangka,219,KG
2023-06-20,Semangka,232,KG
2023-06-21,Semangka,260,KG
2023-06-22,Semangka,285,KG
2023-06-23,Semangka,,KG
2023-06-24,Semangka,298,KG
2023-06-25,Semangka,,KG
2023-06-26,Semangka,230,KG
2023-06-27,Semangka,,KG
2023-06-28,Semangka,268,KG
2023-06-29,Semangka,,KG
2023-06-30,Semangka,,KG
2023-07-01,Semangka,,KG
2023-07-02,Semangka,195,KG
2023-07-03,Semangka,218,KG
2023-07-04,Semangka,231,KG
2023-07-05,Semangka,253,KG
2023-07-06,Semangka,,KG
2023-07-07,Semangka,,KG
2023-07-08,Semangka,284,KG
2023-07-09,Semangka,,KG
2023-07-10,Semangka,216,KG
2023-07-11,Semangka,237,KG
2023-07-12,Semangka,253,KG
2023-07-13,Semangka,292,KG
2023-07-14,Semangka,300,KG
2023-07-15,Semangka,288,KG
2023-07-16,Semangka,,KG
2023-07-17,Semangka,219,KG
2023-07-18,Semangka,231,KG
2023-07-19,Semangka,,KG
2023-07-20,Semangka,283,KG
2023-07-21,Semangka,,KG
2023-07-22,Semangka,,KG
2023-07-23,Semangka,,KG
2023-07-24,Semangka,211,KG
2023-07-25,Semangka,,KG
2023-07-26,Semangka,267,KG
2023-07-27,Semangka,,KG
2023-07-28,Semangka,300,KG
2023-07-29,Semangka,299,KG
2023-07-30,Semangka,,KG
2023-07-31,Semangka,226,KG
2023-08-01,Semangka,223,KG
2023-08-02,Semangka,242,KG
2023-08-03,Semangka,,KG
2023-08-04,Semangka,300,KG
2023-08-05,Semangka,292,KG
2023-08-06,Semangka,190,KG
2023-08-07,Semangka,210,KG
2023-08-08,Semangka,,KG
2023-08-09,Semangka,246,KG
2023-08-10,Semangka,273,KG
2023-08-11,Semangka,300,KG
2023-08-12,Semangka,,KG
2023-08-13,Semangka,183,KG
2023-08-14,Semangka,208,KG
2023-08-15,Semangka,219,KG
2023-08-16,Semangka,234,KG
2023-08-17,Semangka,260,KG
2023-08-18,Semangka,,KG
2023-08-19,Semangka,273,KG
2023-08-20,Semangka,183,KG
2023-08-21,Semangka,,KG
2023-08-22,Semangka,,KG
2023-08-23,Semangka,242,KG
2023-08-24,Semangka,270,KG
2023-08-25,Semangka,300,KG
2023-08-26,Semangka,,KG
2023-08-27,Semangka,203,KG
2023-08-28,Semangka,225,KG
2023-08-29,Semangka,231,KG
2023-08-30,Semangka,,KG
2023-08-31,Semangka,,KG
2023-09-01,Semangka,290,KG
2023-09-02,Semangka,274,KG
2023-09-03,Semangka,,KG
2023-09-04,Semangka,,KG
2023-09-05,Semangka,210,KG
2023-09-06,Semangka,229,KG
2023-09-07,Semangka,269,KG
2023-09-08,Semangka,296,KG
2023-09-09,Semangka,276,KG
2023-09-10,Semangka,182,KG
2023-09-11,Semangka,210,KG
2023-09-12,Semangka,,KG
2023-09-13,Semangka,,KG
2023-09-14,Semangka,252,KG
2023-09-15,Semangka,,KG
2023-09-16,Semangka,,KG
2023-09-17,Semangka,181,KG
2023-09-18,Semangka,201,KG
2023-09-19,Semangka,204,KG
2023-09-20,Semangka,225,KG
2023-09-21,Semangka,257,KG
2023-09-22,Semangka,282,KG
2023-09-23,Semangka,263,KG
2023-09-24,Semangka,,KG
2023-09-25,Semangka,,KG
2023-09-26,Semangka,223,KG
2023-09-27,Semangka,243,KG
2023-09-28,Semangka,274,KG
2023-09-29,Semangka,298,KG
2023-09-30,Semangka,279,KG
2023-10-01,Semangka,171,KG
2023-10-02,Semangka,189,KG
2023-10-03,Semangka,200,KG
2023-10-04,Semangka,226,KG
2023-10-05,Semangka,,KG
2023-10-06,Semangka,,KG
2023-10-07,Semangka,257,KG
2023-10-08,Semangka,,KG
2023-10-09,Semangka,188,KG
2023-10-10,Semangka,197,KG
2023-10-11,Semangka,,KG
2023-10-12,Semangka,251,KG
2023-10-13,Semangka,278,KG
2023-10-14,Semangka,264,KG
2023-10-15,Semangka,,KG
2023-10-16,Semangka,192,KG
2023-10-17,Semangka,207,KG
2023-10-18,Semangka,219,KG
2023-10-19,Semangka,,KG
2023-10-20,Semangka,273,KG
2023-10-21,Semangka,,KG
2023-10-22,Semangka,168,KG
2023-10-23,Semangka,188,KG
2023-10-24,Semangka,199,KG
2023-10-25,Semangka,,KG
2023-10-26,Semangka,265,KG
2023-10-27,Semangka,286,KG
2023-10-28,Semangka,278,KG
2023-10-29,Semangka,188,KG
2023-10-30,Semangka,,KG
2023-10-31,Semangka,,KG
2023-11-01,Semangka,215,KG
2023-11-02,Semangka,245,KG
2023-11-03,Semangka,,KG
2023-11-04,Semangka,,KG
2023-11-05,Semangka,160,KG
2023-11-06,Semangka,196,KG
2023-11-07,Semangka,201,KG
2023-11-08,Semangka,223,KG
2023-11-09,Semangka,246,KG
2023-11-10,Semangka,272,KG
2023-11-11,Semangka,261,KG
2023-11-12,Semangka,163,KG
2023-11-13,Semangka,186,KG
2023-11-14,Semangka,199,KG
2023-11-15,Semangka,214,KG
2023-11-16,Semangka,251,KG
2023-11-17,Semangka,,KG
2023-11-18,Semangka,259,KG
2023-11-19,Semangka,,KG
2023-11-20,Semangka,,KG
2023-11-21,Semangka,203,KG
2023-11-22,Semangka,217,KG
2023-11-23,Semangka,241,KG
2023-11-24,Semangka,264,KG
2023-11-25,Semangka,271,KG
2023-11-26,Semangka,179,KG
2023-11-27,Semangka,,KG
2023-11-28,Semangka,,KG
2023-11-29,Semangka,223,KG
2023-11-30,Semangka,261,KG
2023-12-01,Semangka,,KG
2023-12-02,Semangka,254,KG
2023-12-03,Semangka,,KG
2023-12-04,Semangka,189,KG
2023-12-05,Semangka,192,KG
2023-12-06,Semangka,221,KG
2023-12-07,Semangka,251,KG
2023-12-08,Semangka,279,KG
2023-12-09,Semangka,258,KG
2023-12-10,Semangka,168,KG
2023-12-11,Semangka,185,KG
2023-12-12,Semangka,206,KG
2023-12-13,Semangka,223,KG
2023-12-14,Semangka,,KG
2023-12-15,Semangka,,KG
2023-12-16,Semangka,258,KG
2023-12-17,Semangka,155,KG
2023-12-18,Semangka,179,KG
2023-12-19,Semangka,195,KG
2023-12-20,Semangka,,KG
2023-12-21,Semangka,245,KG
2023-12-22,Semangka,277,KG
2023-12-23,Semangka,,KG
2023-12-24,Semangka,167,KG
2023-12-25,Semangka,204,KG
2023-12-26,Semangka,,KG
2023-12-27,Semangka,231,KG
2023-12-28,Semangka,260,KG
2023-12-29,Semangka,291,KG
2023-12-30,Semangka,276,KG
2023-12-31,Semangka,,KG
2024-01-01,Semangka,186,KG
2024-01-02,Semangka,197,KG
2024-01-03,Semangka,,KG
2024-01-04,Semangka,238,KG
2024-01-05,Semangka,281,KG
2024-01-06,Semangka,272,KG
2024-01-07,Semangka,,KG
2024-01-08,Semangka,187,KG
2024-01-09,Semangka,,KG
2024-01-10,Semangka,,KG
2024-01-11,Semangka,255,KG
2024-01-12,Semangka,289,KG
2024-01-13,Semangka,263,KG
2024-01-14,Semangka,,KG
2024-01-15,Semangka,172,KG
2024-01-16,Semangka,195,KG
2024-01-17,Semangka,223,KG
2024-01-18,Semangka,254,KG
2024-01-19,Semangka,283,KG
2024-01-20,Semangka,271,KG
2024-01-21,Semangka,168,KG
2024-01-22,Semangka,,KG
2024-01-23,Semangka,,KG
2024-01-24,Semangka,225,KG
2024-01-25,Semangka,270,KG
2024-01-26,Semangka,300,KG
2024-01-27,Semangka,,KG
2024-01-28,Semangka,189,KG
2024-01-29,Semangka,207,KG
2024-01-30,Semangka,224,KG
2024-01-31,Semangka,249,KG
2024-02-01,Semangka,264,KG
2024-02-02,Semangka,289,KG
2024-02-03,Semangka,275,KG
2024-02-04,Semangka,,KG
2024-02-05,Semangka,200,KG
2024-02-06,Semangka,216,KG
2024-02-07,Semangka,238,KG
2024-02-08,Semangka,256,KG
2024-02-09,Semangka,290,KG
2024-02-10,Semangka,275,KG
2024-02-11,Semangka,172,KG
2024-02-12,Semangka,206,KG
2024-02-13,Semangka,218,KG
2024-02-14,Semangka,225,KG
2024-02-15,Semangka,263,KG
2024-02-16,Semangka,291,KG
2024-02-17,Semangka,,KG
2024-02-18,Semangka,183,KG
2024-02-19,Semangka,205,KG
2024-02-20,Semangka,217,KG
2024-02-21,Semangka,239,KG
2024-02-22,Semangka,266,KG
2024-02-23,Semangka,291,KG
2024-02-24,Semangka,277,KG
2024-02-25,Semangka,204,KG
2024-02-26,Semangka,,KG
2024-02-27,Semangka,235,KG
2024-02-28,Semangka,251,KG
2024-02-29,Semangka,282,KG
2024-03-01,Semangka,,KG
2024-03-02,Semangka,286,KG
2024-03-03,Semangka,,KG
2024-03-04,Semangka,,KG
2024-03-05,Semangka,220,KG
2024-03-06,Semangka,237,KG
2024-03-07,Semangka,,KG
2024-03-08,Semangka,293,KG
2024-03-09,Semangka,289,KG
2024-03-10,Semangka,,KG
2024-03-11,Semangka,222,KG
2024-03-12,Semangka,232,KG
2024-03-13,Semangka,250,KG
2024-03-14,Semangka,,KG
2024-03-15,Semangka,,KG
2024-03-16,Semangka,290,KG
2024-03-17,Semangka,,KG
2024-03-18,Semangka,,KG
2024-03-19,Semangka,236,KG
2024-03-20,Semangka,258,KG
2024-03-21,Semangka,281,KG
2024-03-22,Semangka,300,KG
2024-03-23,Semangka,289,KG
2024-03-24,Semangka,,KG
2024-03-25,Semangka,242,KG
2024-03-26,Semangka,259,KG
2024-03-27,Semangka,272,KG
2024-03-28,Semangka,294,KG
2024-03-29,Semangka,300,KG
2024-03-30,Semangka,300,KG
2024-03-31,Semangka,216,KG
2024-04-01,Semangka,,KG
2024-04-02,Semangka,228,KG
2024-04-03,Semangka,256,KG
2024-04-04,Semangka,284,KG
2024-04-05,Semangka,,KG
2024-04-06,Semangka,296,KG
2024-04-07,Semangka,206,KG
2024-04-08,Semangka,,KG
2024-04-09,Semangka,242,KG
2024-04-10,Semangka,,KG
2024-04-11,Semangka,290,KG
2024-04-12,Semangka,300,KG
2024-04-13,Semangka,300,KG
2024-04-14,Semangka,,KG
2024-04-15,Semangka,218,KG
2024-04-16,Semangka,238,KG
2024-04-17,Semangka,259,KG
2024-04-18,Semangka,,KG
2024-04-19,Semangka,300,KG
2024-04-20,Semangka,,KG
2024-04-21,Semangka,210,KG
2024-04-22,Semangka,231,KG
2024-04-23,Semangka,241,KG
2024-04-24,Semangka,,KG
2024-04-25,Semangka,300,KG
2024-04-26,Semangka,,KG
2024-04-27,Semangka,300,KG
2024-04-28,Semangka,,KG
2024-04-29,Semangka,243,KG
2024-04-30,Semangka,263,KG
2024-05-01,Semangka,,KG
2024-05-02,Semangka,300,KG
2024-05-03,Semangka,,KG
2024-05-04,Semangka,300,KG
2024-05-05,Semangka,204,KG
2024-05-06,Semangka,230,KG
2024-05-07,Semangka,241,KG
2024-05-08,Semangka,,KG
2024-05-09,Semangka,275,KG
2024-05-10,Semangka,,KG
2024-05-11,Semangka,300,KG
2024-05-12,Semangka,218,KG
2024-05-13,Semangka,,KG
2024-05-14,Semangka,248,KG
2024-05-15,Semangka,274,KG
2024-05-16,Semangka,300,KG
2024-05-17,Semangka,300,KG
2024-05-18,Semangka,,KG
2024-05-19,Semangka,209,KG
2024-05-20,Semangka,231,KG
2024-05-21,Semangka,253,KG
2024-05-22,Semangka,286,KG
2024-05-23,Semangka,,KG
2024-05-24,Semangka,300,KG
2024-05-25,Semangka,,KG
2024-05-26,Semangka,229,KG
2024-05-27,Semangka,251,KG
2024-05-28,Semangka,,KG
2024-05-29,Semangka,286,KG
2024-05-30,Semangka,,KG
2024-05-31,Semangka,300,KG
2024-06-01,Semangka,300,KG
2024-06-02,Semangka,211,KG
2024-06-03,Semangka,,KG
2024-06-04,Semangka,253,KG
2024-06-05,Semangka,288,KG
2024-06-06,Semangka,300,KG
2024-06-07,Semangka,300,KG
2024-06-08,Semangka,300,KG
2024-06-09,Semangka,,KG
2024-06-10,Semangka,239,KG
2024-06-11,Semangka,249,KG
2024-06-12,Semangka,266,KG
2024-06-13,Semangka,,KG
2024-06-14,Semangka,,KG
2024-06-15,Semangka,300,KG
2024-06-16,Semangka,,KG
2024-06-17,Semangka,230,KG
2024-06-18,Semangka,,KG
2024-06-19,Semangka,277,KG
2024-06-20,Semangka,,KG
2024-06-21,Semangka,300,KG
2024-06-22,Semangka,,KG
2024-06-23,Semangka,216,KG
2024-06-24,Semangka,236,KG
2024-06-25,Semangka,265,KG
2024-06-26,Semangka,285,KG
2024-06-27,Semangka,300,KG
2024-06-28,Semangka,300,KG
2024-06-29,Semangka,,KG
2024-06-30,Semangka,,KG
2024-07-01,Semangka,,KG
2024-07-02,Semangka,,KG
2024-07-03,Semangka,275,KG
2024-07-04,Semangka,300,KG
2024-07-05,Semangka,,KG
2024-07-06,Semangka,300,KG
2024-07-07,Semangka,215,KG
2024-07-08,Semangka,237,KG
2024-07-09,Semangka,265,KG
2024-07-10,Semangka,,KG
2024-07-11,Semangka,295,KG
2024-07-12,Semangka,300,KG
2024-07-13,Semangka,,KG
2024-07-14,Semangka,,KG
2024-07-15,Semangka,,KG
2024-07-16,Semangka,249,KG
2024-07-17,Semangka,270,KG
2024-07-18,Semangka,,KG
2024-07-19,Semangka,300,KG
2024-07-20,Semangka,,KG
2024-07-21,Semangka,203,KG
2024-07-22,Semangka,232,KG
2024-07-23,Semangka,246,KG
2024-07-24,Semangka,269,KG
2024-07-25,Semangka,300,KG
2024-07-26,Semangka,,KG
2024-07-27,Semangka,300,KG
2024-07-28,Semangka,229,KG
2024-07-29,Semangka,243,KG
2024-07-30,Semangka,248,KG
2024-07-31,Semangka,265,KG
2024-08-01,Semangka,279,KG
2024-08-02,Semangka,,KG
2024-08-03,Semangka,,KG
2024-08-04,Semangka,200,KG
2024-08-05,Semangka,229,KG
2024-08-06,Semangka,238,KG
2024-08-07,Semangka,260,KG
2024-08-08,Semangka,287,KG
2024-08-09,Semangka,296,KG
2024-08-10,Semangka,291,KG
2024-08-11,Semangka,,KG
2024-08-12,Semangka,223,KG
2024-08-13,Semangka,230,KG
2024-08-14,Semangka,257,KG
2024-08-15,Semangka,284,KG
2024-08-16,Semangka,300,KG
2024-08-17,Semangka,291,KG
2024-08-18,Semangka,189,KG
2024-08-19,Semangka,,KG
2024-08-20,Semangka,,KG
2024-08-21,Semangka,252,KG
2024-08-22,Semangka,275,KG
2024-08-23,Semangka,300,KG
2024-08-24,Semangka,293,KG
2024-08-25,Semangka,,KG
2024-08-26,Semangka,242,KG
2024-08-27,Semangka,248,KG
2024-08-28,Semangka,264,KG
2024-08-29,Semangka,299,KG
2024-08-30,Semangka,300,KG
2024-08-31,Semangka,,KG
2024-09-01,Semangka,206,KG
2024-09-02,Semangka,215,KG
2024-09-03,Semangka,225,KG
2024-09-04,Semangka,249,KG
2024-09-05,Semangka,270,KG
2024-09-06,Semangka,300,KG
2024-09-07,Semangka,291,KG
2024-09-08,Semangka,192,KG
2024-09-09,Semangka,210,KG
2024-09-10,Semangka,230,KG
