Tanggal,Produk,Jumlah,Satuan
2022-10-15,Pir,,DUS
2022-10-16,Pir,22,DUS
2022-10-17,Pir,24,DUS
2022-10-18,Pir,27,DUS
2022-10-19,Pir,27,DUS
2022-10-20,Pir,,DUS
2022-10-21,Pir,19,DUS
2022-10-22,Pir,19,DUS
2022-10-23,Pir,22,DUS
2022-10-24,Pir,26,DUS
2022-10-25,Pir,28,DUS
2022-10-26,Pir,29,DUS
2022-10-27,Pir,26,DUS
2022-10-28,Pir,23,DUS
2022-10-29,Pir,23,DUS
2022-10-30,Pir,26,DUS
2022-10-31,Pir,31,DUS
2022-11-01,Pir,32,DUS
2022-11-02,Pir,30,DUS
2022-11-03,Pir,28,DUS
2022-11-04,Pir,24,DUS
2022-11-05,Pir,26,DUS
2022-11-06,Pir,28,DUS
2022-11-07,Pir,30,DUS
2022-11-08,Pir,32,DUS
2022-11-09,Pir,29,DUS
2022-11-10,Pir,28,DUS
2022-11-11,Pir,23,DUS
2022-11-12,Pir,23,DUS
2022-11-13,Pir,23,DUS
2022-11-14,Pir,26,DUS
2022-11-15,Pir,28,DUS
2022-11-16,Pir,25,DUS
2022-11-17,Pir,25,DUS
2022-11-18,Pir,21,DUS
2022-11-19,Pir,20,DUS
2022-11-20,Pir,23,DUS
2022-11-21,Pir,25,DUS
2022-11-22,Pir,28,DUS
2022-11-23,Pir,27,DUS
2022-11-24,Pir,25,DUS
2022-11-25,Pir,21,DUS
2022-11-26,Pir,21,DUS
2022-11-27,Pir,23,DUS
2022-11-28,Pir,28,DUS
2022-11-29,Pir,32,DUS
2022-11-30,Pir,31,DUS
2022-12-01,Pir,29,DUS
2022-12-02,Pir,26,DUS
2022-12-03,Pir,25,DUS
2022-12-04,Pir,27,DUS
2022-12-05,Pir,30,DUS
2022-12-06,Pir,33,DUS
2022-12-07,Pir,31,DUS
2022-12-08,Pir,27,DUS
2022-12-09,Pir,24,DUS
2022-12-10,Pir,24,DUS
2022-12-11,Pir,24,DUS
2022-12-12,Pir,28,DUS
2022-12-13,Pir,29,DUS
2022-12-14,Pir,28,DUS
2022-12-15,Pir,24,DUS
2022-12-16,Pir,20,DUS
2022-12-17,Pir,20,DUS
2022-12-18,Pir,21,DUS
2022-12-19,Pir,24,DUS
2022-12-20,Pir,27,DUS
2022-12-21,Pir,26,DUS
2022-12-22,Pir,23,DUS
2022-12-23,Pir,21,DUS
2022-12-24,Pir,21,DUS
2022-12-25,Pir,24,DUS
2022-12-26,Pir,27,DUS
2022-12-27,Pir,29,DUS
2022-12-28,Pir,30,DUS
2022-12-29,Pir,27,DUS
2022-12-30,Pir,26,DUS
2022-12-31,Pir,25,DUS
2023-01-01,Pir,26,DUS
2023-01-02,Pir,32,DUS
2023-01-03,Pir,31,DUS
2023-01-04,Pir,32,DUS
2023-01-05,Pir,28,DUS
2023-01-06,Pir,23,DUS
2023-01-07,Pir,24,DUS
2023-01-08,Pir,29,DUS
2023-01-09,Pir,31,DUS
2023-01-10,Pir,34,DUS
2023-01-11,Pir,29,DUS
2023-01-12,Pir,26,DUS
2023-01-13,Pir,22,DUS
2023-01-14,Pir,20,DUS
2023-01-15,Pir,23,DUS
2023-01-16,Pir,26,DUS
2023-01-17,Pir,28,DUS
2023-01-18,Pir,28,DUS
2023-01-19,Pir,22,DUS
2023-01-20,Pir,19,DUS
2023-01-21,Pir,21,DUS
2023-01-22,Pir,22,DUS
2023-01-23,Pir,27,DUS
2023-01-24,Pir,28,DUS
2023-01-25,Pir,29,DUS
2023-01-26,Pir,24,DUS
2023-01-27,Pir,23,DUS
2023-01-28,Pir,24,DUS
2023-01-29,Pir,26,DUS
2023-01-30,Pir,29,DUS
2023-01-31,Pir,32,DUS
2023-02-01,Pir,32,DUS
2023-02-02,Pir,,DUS
2023-02-03,Pir,26,DUS
2023-02-04,Pir,26,DUS
2023-02-05,Pir,28,DUS
2023-02-06,Pir,,DUS
2023-02-07,Pir,33,DUS
2023-02-08,Pir,33,DUS
2023-02-09,Pir,27,DUS
2023-02-10,Pir,24,DUS
2023-02-11,Pir,,DUS
2023-02-12,Pir,,DUS
2023-02-13,Pir,29,DUS
2023-02-14,Pir,30,DUS
2023-02-15,Pir,29,DUS
2023-02-16,Pir,24,DUS
2023-02-17,Pir,21,DUS
2023-02-18,Pir,18,DUS
2023-02-19,Pir,23,DUS
2023-02-20,Pir,27,DUS
2023-02-21,Pir,28,DUS
2023-02-22,Pir,29,DUS
2023-02-23,Pir,26,DUS
2023-02-24,Pir,22,DUS
2023-02-25,Pir,21,DUS
2023-02-26,Pir,24,DUS
2023-02-27,Pir,30,DUS
2023-02-28,Pir,31,DUS
2023-03-01,Pir,31,DUS
2023-03-02,Pir,28,DUS
2023-03-03,Pir,26,DUS
2023-03-04,Pir,26,DUS
2023-03-05,Pir,26,DUS
2023-03-06,Pir,,DUS
2023-03-07,Pir,33,DUS
2023-03-08,Pir,33,DUS
2023-03-09,Pir,29,DUS
2023-03-10,Pir,25,DUS
2023-03-11,Pir,23,DUS
2023-03-12,Pir,25,DUS
2023-03-13,Pir,28,DUS
2023-03-14,Pir,,DUS
2023-03-15,Pir,,DUS
2023-03-16,Pir,,DUS
2023-03-17,Pir,21,DUS
2023-03-18,Pir,21,DUS
2023-03-19,Pir,21,DUS
2023-03-20,Pir,26,DUS
2023-03-21,Pir,29,DUS
2023-03-22,Pir,28,DUS
2023-03-23,Pir,25,DUS
2023-03-24,Pir,23,DUS
2023-03-25,Pir,23,DUS
2023-03-26,Pir,25,DUS
2023-03-27,Pir,28,DUS
2023-03-28,Pir,32,DUS
2023-03-29,Pir,31,DUS
2023-03-30,Pir,29,DUS
2023-03-31,Pir,26,DUS
2023-04-01,Pir,25,DUS
2023-04-02,Pir,28,DUS
2023-04-03,Pir,32,DUS
2023-04-04,Pir,34,DUS
2023-04-05,Pir,33,DUS
2023-04-06,Pir,31,DUS
2023-04-07,Pir,27,DUS
2023-04-08,Pir,26,DUS
2023-04-09,Pir,26,DUS
2023-04-10,Pir,30,DUS
2023-04-11,Pir,31,DUS
2023-04-12,Pir,30,DUS
2023-04-13,Pir,27,DUS
2023-04-14,Pir,23,DUS
2023-04-15,Pir,23,DUS
2023-04-16,Pir,25,DUS
2023-04-17,Pir,26,DUS
2023-04-18,Pir,29,DUS
2023-04-19,Pir,28,DUS
2023-04-20,Pir,24,DUS
2023-04-21,Pir,21,DUS
2023-04-22,Pir,21,DUS
2023-04-23,Pir,24,DUS
2023-04-24,Pir,27,DUS
2023-04-25,Pir,33,DUS
2023-04-26,Pir,31,DUS
2023-04-27,Pir,27,DUS
2023-04-28,Pir,25,DUS
2023-04-29,Pir,24,DUS
2023-04-30,Pir,28,DUS
2023-05-01,Pir,31,DUS
2023-05-02,Pir,34,DUS
2023-05-03,Pir,34,DUS
2023-05-04,Pir,29,DUS
2023-05-05,Pir,27,DUS
2023-05-06,Pir,27,DUS
2023-05-07,Pir,29,DUS
2023-05-08,Pir,31,DUS
2023-05-09,Pir,33,DUS
2023-05-10,Pir,32,DUS
2023-05-11,Pir,28,DUS
2023-05-12,Pir,22,DUS
2023-05-13,Pir,23,DUS
2023-05-14,Pir,26,DUS
2023-05-15,Pir,27,DUS
2023-05-16,Pir,30,DUS
2023-05-17,Pir,29,DUS
2023-05-18,Pir,25,DUS
2023-05-19,Pir,22,DUS
2023-05-20,Pir,20,DUS
2023-05-21,Pir,24,DUS
2023-05-22,Pir,26,DUS
2023-05-23,Pir,30,DUS
2023-05-24,Pir,29,DUS
2023-05-25,Pir,27,DUS
2023-05-26,Pir,23,DUS
2023-05-27,Pir,24,DUS
2023-05-28,Pir,25,DUS
2023-05-29,Pir,31,DUS
2023-05-30,Pir,34,DUS
2023-05-31,Pir,32,DUS
2023-06-01,Pir,,DUS
2023-06-02,Pir,25,DUS
2023-06-03,Pir,30,DUS
2023-06-04,Pir,30,DUS
2023-06-05,Pir,28,DUS
2023-06-06,Pir,24,DUS
2023-06-07,Pir,21,DUS
2023-06-08,Pir,22,DUS
2023-06-09,Pir,,DUS
2023-06-10,Pir,30,DUS
2023-06-11,Pir,,DUS
2023-06-12,Pir,28,DUS
2023-06-13,Pir,23,DUS
2023-06-14,Pir,,DUS
2023-06-15,Pir,22,DUS
2023-06-16,Pir,27,DUS
2023-06-17,Pir,30,DUS
2023-06-18,Pir,32,DUS
2023-06-19,Pir,,DUS
2023-06-20,Pir,,DUS
2023-06-21,Pir,,DUS
2023-06-22,Pir,,DUS
2023-06-23,Pir,,DUS
2023-06-24,Pir,31,DUS
2023-06-25,Pir,31,DUS
2023-06-26,Pir,,DUS
2023-06-27,Pir,24,DUS
2023-06-28,Pir,20,DUS
2023-06-29,Pir,,DUS
2023-06-30,Pir,25,DUS
2023-07-01,Pir,31,DUS
2023-07-02,Pir,31,DUS
2023-07-03,Pir,,DUS
2023-07-04,Pir,23,DUS
2023-07-05,Pir,21,DUS
2023-07-06,Pir,,DUS
2023-07-07,Pir,,DUS
2023-07-08,Pir,30,DUS
2023-07-09,Pir,31,DUS
2023-07-10,Pir,28,DUS
2023-07-11,Pir,24,DUS
2023-07-12,Pir,22,DUS
2023-07-13,Pir,22,DUS
2023-07-14,Pir,26,DUS
2023-07-15,Pir,,DUS
2023-07-16,Pir,30,DUS
2023-07-17,Pir,28,DUS
2023-07-18,Pir,24,DUS
2023-07-19,Pir,,DUS
2023-07-20,Pir,22,DUS
2023-07-21,Pir,27,DUS
2023-07-22,Pir,30,DUS
2023-07-23,Pir,30,DUS
2023-07-24,Pir,,DUS
2023-07-25,Pir,,DUS
2023-07-26,Pir,21,DUS
2023-07-27,Pir,21,DUS
2023-07-28,Pir,25,DUS
2023-07-29,Pir,,DUS
2023-07-30,Pir,,DUS
2023-07-31,Pir,,DUS
2023-08-01,Pir,25,DUS
2023-08-02,Pir,21,DUS
2023-08-03,Pir,21,DUS
2023-08-04,Pir,26,DUS
2023-08-05,Pir,,DUS
2023-08-06,Pir,,DUS
2023-08-07,Pir,28,DUS
2023-08-08,Pir,24,DUS
2023-08-09,Pir,21,DUS
2023-08-10,Pir,22,DUS
2023-08-11,Pir,27,DUS
2023-08-12,Pir,,DUS
2023-08-13,Pir,,DUS
2023-08-14,Pir,28,DUS
2023-08-15,Pir,23,DUS
2023-08-16,Pir,21,DUS
2023-08-17,Pir,,DUS
2023-08-18,Pir,25,DUS
2023-08-19,Pir,29,DUS
2023-08-20,Pir,31,DUS
2023-08-21,Pir,28,DUS
2023-08-22,Pir,24,DUS
2023-08-23,Pir,21,DUS
2023-08-24,Pir,22,DUS
2023-08-25,Pir,25,DUS
2023-08-26,Pir,30,DUS
2023-08-27,Pir,31,DUS
2023-08-28,Pir,28,DUS
2023-08-29,Pir,,DUS
2023-08-30,Pir,,DUS
2023-08-31,Pir,21,DUS
2023-09-01,Pir,,DUS
2023-09-02,Pir,,DUS
2023-09-03,Pir,31,DUS
2023-09-04,Pir,28,DUS
2023-09-05,Pir,,DUS
2023-09-06,Pir,21,DUS
2023-09-07,Pir,22,DUS
2023-09-08,Pir,27,DUS
2023-09-09,Pir,30,DUS
2023-09-10,Pir,,DUS
2023-09-11,Pir,,DUS
2023-09-12,Pir,,DUS
2023-09-13,Pir,21,DUS
2023-09-14,Pir,,DUS
2023-09-15,Pir,26,DUS
2023-09-16,Pir,29,DUS
2023-09-17,Pir,,DUS
2023-09-18,Pir,,DUS
2023-09-19,Pir,,DUS
2023-09-20,Pir,21,DUS
2023-09-21,Pir,22,DUS
2023-09-22,Pir,26,DUS
2023-09-23,Pir,,DUS
2023-09-24,Pir,31,DUS
2023-09-25,Pir,28,DUS
2023-09-26,Pir,24,DUS
2023-09-27,Pir,21,DUS
2023-09-28,Pir,23,DUS
2023-09-29,Pir,26,DUS
2023-09-30,Pir,,DUS
2023-10-01,Pir,,DUS
2023-10-02,Pir,28,DUS
2023-10-03,Pir,,DUS
2023-10-04,Pir,22,DUS
2023-10-05,Pir,,DUS
2023-10-06,Pir,,DUS
2023-10-07,Pir,,DUS
2023-10-08,Pir,31,DUS
2023-10-09,Pir,,DUS
2023-10-10,Pir,24,DUS
2023-10-11,Pir,,DUS
2023-10-12,Pir,21,DUS
2023-10-13,Pir,26,DUS
2023-10-14,Pir,,DUS
2023-10-15,Pir,,DUS
2023-10-16,Pir,,DUS
2023-10-17,Pir,23,DUS
2023-10-18,Pir,22,DUS
2023-10-19,Pir,22,DUS
2023-10-20,Pir,27,DUS
2023-10-21,Pir,30,DUS
2023-10-22,Pir,30,DUS
2023-10-23,Pir,,DUS
2023-10-24,Pir,,DUS
2023-10-25,Pir,22,DUS
2023-10-26,Pir,,DUS
2023-10-27,Pir,,DUS
2023-10-28,Pir,30,DUS
2023-10-29,Pir,31,DUS
2023-10-30,Pir,,DUS
2023-10-31,Pir,24,DUS
2023-11-01,Pir,21,DUS
2023-11-02,Pir,22,DUS
2023-11-03,Pir,26,DUS
2023-11-04,Pir,30,DUS
2023-11-05,Pir,,DUS
2023-11-06,Pir,30,DUS
2023-11-07,Pir,,DUS
2023-11-08,Pir,,DUS
2023-11-09,Pir,23,DUS
2023-11-10,Pir,27,DUS
2023-11-11,Pir,30,DUS
2023-11-12,Pir,,DUS
2023-11-13,Pir,,DUS
2023-11-14,Pir,23,DUS
2023-11-15,Pir,22,DUS
2023-11-16,Pir,23,DUS
2023-11-17,Pir,,DUS
2023-11-18,Pir,,DUS
2023-11-19,Pir,30,DUS
2023-11-20,Pir,28,DUS
2023-11-21,Pir,24,DUS
2023-11-22,Pir,21,DUS
2023-11-23,Pir,21,DUS
2023-11-24,Pir,27,DUS
2023-11-25,Pir,30,DUS
2023-11-26,Pir,30,DUS
2023-11-27,Pir,,DUS
2023-11-28,Pir,24,DUS
2023-11-29,Pir,,DUS
2023-11-30,Pir,22,DUS
2023-12-01,Pir,,DUS
2023-12-02,Pir,,DUS
2023-12-03,Pir,31,DUS
2023-12-04,Pir,30,DUS
2023-12-05,Pir,24,DUS
2023-12-06,Pir,,DUS
2023-12-07,Pir,23,DUS
2023-12-08,Pir,25,DUS
2023-12-09,Pir,30,DUS
2023-12-10,Pir,31,DUS
2023-12-11,Pir,,DUS
2023-12-12,Pir,,DUS
2023-12-13,Pir,,DUS
2023-12-14,Pir,22,DUS
2023-12-15,Pir,26,DUS
2023-12-16,Pir,31,DUS
2023-12-17,Pir,,DUS
2023-12-18,Pir,27,DUS
2023-12-19,Pir,24,DUS
2023-12-20,Pir,22,DUS
2023-12-21,Pir,,DUS
2023-12-22,Pir,26,DUS
2023-12-23,Pir,30,DUS
2023-12-24,Pir,30,DUS
2023-12-25,Pir,,DUS
2023-12-26,Pir,,DUS
2023-12-27,Pir,,DUS
2023-12-28,Pir,22,DUS
2023-12-29,Pir,26,DUS
2023-12-30,Pir,,DUS
2023-12-31,Pir,31,DUS
2024-01-01,Pir,,DUS
2024-01-02,Pir,24,DUS
2024-01-03,Pir,21,DUS
2024-01-04,Pir,23,DUS
2024-01-05,Pir,27,DUS
2024-01-06,Pir,,DUS
2024-01-07,Pir,31,DUS
2024-01-08,Pir,,DUS
2024-01-09,Pir,24,DUS
2024-01-10,Pir,,DUS
2024-01-11,Pir,22,DUS
2024-01-12,Pir,27,DUS
2024-01-13,Pir,30,DUS
2024-01-14,Pir,31,DUS
2024-01-15,Pir,28,DUS
2024-01-16,Pir,23,DUS
2024-01-17,Pir,21,DUS
2024-01-18,Pir,23,DUS
2024-01-19,Pir,26,DUS
2024-01-20,Pir,,DUS
2024-01-21,Pir,,DUS
2024-01-22,Pir,,DUS
2024-01-23,Pir,24,DUS
2024-01-24,Pir,21,DUS
2024-01-25,Pir,22,DUS
2024-01-26,Pir,,DUS
2024-01-27,Pir,30,DUS
2024-01-28,Pir,,DUS
2024-01-29,Pir,29,DUS
2024-01-30,Pir,24,DUS
2024-01-31,Pir,,DUS
2024-02-01,Pir,22,DUS
2024-02-02,Pir,,DUS
2024-02-03,Pir,30,DUS
2024-02-04,Pir,31,DUS
2024-02-05,Pir,29,DUS
2024-02-06,Pir,24,DUS
2024-02-07,Pir,21,DUS
2024-02-08,Pir,22,DUS
2024-02-09,Pir,27,DUS
2024-02-10,Pir,31,DUS
2024-02-11,Pir,30,DUS
2024-02-12,Pir,28,DUS
2024-02-13,Pir,24,DUS
2024-02-14,Pir,21,DUS
2024-02-15,Pir,,DUS
2024-02-16,Pir,26,DUS
2024-02-17,Pir,,DUS
2024-02-18,Pir,31,DUS
2024-02-19,Pir,29,DUS
2024-02-20,Pir,,DUS
2024-02-21,Pir,21,DUS
2024-02-22,Pir,23,DUS
2024-02-23,Pir,26,DUS
2024-02-24,Pir,30,DUS
2024-02-25,Pir,,DUS
2024-02-26,Pir,29,DUS
2024-02-27,Pir,24,DUS
2024-02-28,Pir,22,DUS
2024-02-29,Pir,22,DUS
2024-03-01,Pir,26,DUS
2024-03-02,Pir,,DUS
2024-03-03,Pir,31,DUS
2024-03-04,Pir,29,DUS
2024-03-05,Pir,,DUS
2024-03-06,Pir,,DUS
2024-03-07,Pir,,DUS
2024-03-08,Pir,27,DUS
2024-03-09,Pir,30,DUS
2024-03-10,Pir,31,DUS
2024-03-11,Pir,28,DUS
2024-03-12,Pir,25,DUS
2024-03-13,Pir,21,DUS
2024-03-14,Pir,21,DUS
2024-03-15,Pir,26,DUS
2024-03-16,Pir,,DUS
2024-03-17,Pir,32,DUS
2024-03-18,Pir,,DUS
2024-03-19,Pir,,DUS
2024-03-20,Pir,21,DUS
2024-03-21,Pir,23,DUS
2024-03-22,Pir,27,DUS
2024-03-23,Pir,31,DUS
2024-03-24,Pir,31,DUS
2024-03-25,Pir,27,DUS
2024-03-26,Pir,23,DUS
2024-03-27,Pir,22,DUS
2024-03-28,Pir,23,DUS
2024-03-29,Pir,25,DUS
2024-03-30,Pir,,DUS
2024-03-31,Pir,32,DUS
2024-04-01,Pir,29,DUS
2024-04-02,Pir,24,DUS
2024-04-03,Pir,,DUS
2024-04-04,Pir,23,DUS
2024-04-05,Pir,27,DUS
2024-04-06,Pir,30,DUS
2024-04-07,Pir,,DUS
2024-04-08,Pir,,DUS
2024-04-09,Pir,24,DUS
2024-04-10,Pir,21,DUS
2024-04-11,Pir,,DUS
2024-04-12,Pir,27,DUS
2024-04-13,Pir,30,DUS
2024-04-14,Pir,,DUS
2024-04-15,Pir,28,DUS
2024-04-16,Pir,24,DUS
2024-04-17,Pir,22,DUS
2024-04-18,Pir,22,DUS
2024-04-19,Pir,26,DUS
2024-04-20,Pir,31,DUS
2024-04-21,Pir,32,DUS
2024-04-22,Pir,29,DUS
2024-04-23,Pir,,DUS
2024-04-24,Pir,,DUS
2024-04-25,Pir,23,DUS
2024-04-26,Pir,26,DUS
2024-04-27,Pir,29,DUS
2024-04-28,Pir,31,DUS
2024-04-29,Pir,29,DUS
2024-04-30,Pir,25,DUS
2024-05-01,Pir,,DUS
2024-05-02,Pir,,DUS
2024-05-03,Pir,26,DUS
2024-05-04,Pir,30,DUS
2024-05-05,Pir,31,DUS
2024-05-06,Pir,,DUS
2024-05-07,Pir,24,DUS
2024-05-08,Pir,22,DUS
2024-05-09,Pir,,DUS
2024-05-10,Pir,27,DUS
2024-05-11,Pir,30,DUS
2024-05-12,Pir,31,DUS
2024-05-13,Pir,,DUS
2024-05-14,Pir,25,DUS
2024-05-15,Pir,22,DUS
2024-05-16,Pir,22,DUS
2024-05-17,Pir,27,DUS
2024-05-18,Pir,31,DUS
2024-05-19,Pir,31,DUS
2024-05-20,Pir,,DUS
2024-05-21,Pir,24,DUS
2024-05-22,Pir,21,DUS
2024-05-23,Pir,23,DUS
2024-05-24,Pir,,DUS
2024-05-25,Pir,,DUS
2024-05-26,Pir,31,DUS
2024-05-27,Pir,,DUS
2024-05-28,Pir,,DUS
2024-05-29,Pir,22,DUS
2024-05-30,Pir,23,DUS
2024-05-31,Pir,26,DUS
2024-06-01,Pir,31,DUS
2024-06-02,Pir,,DUS
2024-06-03,Pir,29,DUS
2024-06-04,Pir,24,DUS
2024-06-05,Pir,,DUS
2024-06-06,Pir,22,DUS
2024-06-07,Pir,,DUS
2024-06-08,Pir,30,DUS
2024-06-09,Pir,,DUS
2024-06-10,Pir,29,DUS
2024-06-11,Pir,24,DUS
2024-06-12,Pir,22,DUS
2024-06-13,Pir,23,DUS
2024-06-14,Pir,26,DUS
2024-06-15,Pir,31,DUS
2024-06-16,Pir,31,DUS
2024-06-17,Pir,29,DUS
2024-06-18,Pir,,DUS
2024-06-19,Pir,,DUS
2024-06-20,Pir,,DUS
2024-06-21,Pir,,DUS
2024-06-22,Pir,31,DUS
2024-06-23,Pir,,DUS
2024-06-24,Pir,,DUS
2024-06-25,Pir,24,DUS
2024-06-26,Pir,22,DUS
2024-06-27,Pir,23,DUS
2024-06-28,Pir,,DUS
2024-06-29,Pir,31,DUS
2024-06-30,Pir,,DUS
2024-07-01,Pir,29,DUS
2024-07-02,Pir,24,DUS
2024-07-03,Pir,,DUS
2024-07-04,Pir,22,DUS
2024-07-05,Pir,27,DUS
2024-07-06,Pir,,DUS
2024-07-07,Pir,31,DUS
2024-07-08,Pir,28,DUS
2024-07-09,Pir,,DUS
2024-07-10,Pir,21,DUS
2024-07-11,Pir,23,DUS
2024-07-12,Pir,27,DUS
2024-07-13,Pir,31,DUS
2024-07-14,Pir,31,DUS
2024-07-15,Pir,,DUS
2024-07-16,Pir,24,DUS
2024-07-17,Pir,,DUS
2024-07-18,Pir,23,DUS
2024-07-19,Pir,,DUS
2024-07-20,Pir,30,DUS
2024-07-21,Pir,31,DUS
2024-07-22,Pir,29,DUS
2024-07-23,Pir,25,DUS
2024-07-24,Pir,22,DUS
2024-07-25,Pir,22,DUS
2024-07-26,Pir,27,DUS
2024-07-27,Pir,30,DUS
2024-07-28,Pir,33,DUS
2024-07-29,Pir,28,DUS
2024-07-30,Pir,25,DUS
2024-07-31,Pir,21,DUS
2024-08-01,Pir,,DUS
2024-08-02,Pir,27,DUS
2024-08-03,Pir,29,DUS
2024-08-04,Pir,31,DUS
2024-08-05,Pir,30,DUS
2024-08-06,Pir,,DUS
2024-08-07,Pir,,DUS
2024-08-08,Pir,23,DUS
2024-08-09,Pir,26,DUS
2024-08-10,Pir,31,DUS
2024-08-11,Pir,32,DUS
2024-08-12,Pir,,DUS
2024-08-13,Pir,,DUS
2024-08-14,Pir,21,DUS
2024-08-15,Pir,22,DUS
2024-08-16,Pir,27,DUS
2024-08-17,Pir,31,DUS
2024-08-18,Pir,31,DUS
2024-08-19,Pir,29,DUS
2024-08-20,Pir,24,DUS
2024-08-21,Pir,22,DUS
2024-08-22,Pir,22,DUS
2024-08-23,Pir,27,DUS
2024-08-24,Pir,31,DUS
2024-08-25,Pir,,DUS
2024-08-26,Pir,29,DUS
2024-08-27,Pir,25,DUS
2024-08-28,Pir,21,DUS
2024-08-29,Pir,24,DUS
2024-08-30,Pir,27,DUS
2024-08-31,Pir,30,DUS
2024-09-01,Pir,,DUS
2024-09-02,Pir,,DUS
2024-09-03,Pir,24,DUS
2024-09-04,Pir,21,DUS
2024-09-05,Pir,23,DUS
2024-09-06,Pir,,DUS
2024-09-07,Pir,,DUS
2024-09-08,Pir,,DUS
2024-09-09,Pir,29,DUS
