Tanggal,Produk,Jumlah,Satuan
2022-10-25,Indomilk st_ck,133,DUS
2022-10-26,Indomilk st_ck,,DUS
2022-10-27,Indomilk st_ck,,DUS
2022-10-28,Indomilk st_ck,196,DUS
2022-10-29,Indomilk st_ck,189,DUS
2022-10-30,Indomilk st_ck,131,DUS
2022-10-31,Indomilk st_ck,,DUS
2022-11-01,Indomilk st_ck,114,DUS
2022-11-02,Indomilk st_ck,140,DUS
2022-11-03,Indomilk st_ck,,DUS
2022-11-04,Indomilk st_ck,,DUS
2022-11-05,Indomilk st_ck,177,DUS
2022-11-06,Indomilk st_ck,108,DUS
2022-11-07,Indomilk st_ck,,DUS
2022-11-08,Indomilk st_ck,116,DUS
2022-11-09,Indomilk st_ck,,DUS
2022-11-10,Indomilk st_ck,,DUS
2022-11-11,Indomilk st_ck,185,DUS
2022-11-12,Indomilk st_ck,179,DUS
2022-11-13,Indomilk st_ck,117,DUS
2022-11-14,Indomilk st_ck,130,DUS
2022-11-15,Indomilk st_ck,121,DUS
2022-11-16,Indomilk st_ck,147,DUS
2022-11-17,Indomilk st_ck,171,DUS
2022-11-18,Indomilk st_ck,182,DUS
2022-11-19,Indomilk st_ck,171,DUS
2022-11-20,Indomilk st_ck,103,DUS
2022-11-21,Indomilk st_ck,126,DUS
2022-11-22,Indomilk st_ck,116,DUS
2022-11-23,Indomilk st_ck,149,DUS
2022-11-24,Indomilk st_ck,,DUS
2022-11-25,Indomilk st_ck,,DUS
2022-11-26,Indomilk st_ck,,DUS
2022-11-27,Indomilk st_ck,123,DUS
2022-11-28,Indomilk st_ck,135,DUS
2022-11-29,Indomilk st_ck,,DUS
2022-11-30,Indomilk st_ck,,DUS
2022-12-01,Indomilk st_ck,171,DUS
2022-12-02,Indomilk st_ck,,DUS
2022-12-03,Indomilk st_ck,178,DUS
2022-12-04,Indomilk st_ck,113,DUS
2022-12-05,Indomilk st_ck,134,DUS
2022-12-06,Indomilk st_ck,,DUS
2022-12-07,Indomilk st_ck,149,DUS
2022-12-08,Indomilk st_ck,167,DUS
2022-12-09,Indomilk st_ck,,DUS
2022-12-10,Indomilk st_ck,,DUS
2022-12-11,Indomilk st_ck,105,DUS
2022-12-12,Indomilk st_ck,131,DUS
2022-12-13,Indomilk st_ck,120,DUS
2022-12-14,Indomilk st_ck,152,DUS
2022-12-15,Indomilk st_ck,171,DUS
2022-12-16,Indomilk st_ck,184,DUS
2022-12-17,Indomilk st_ck,181,DUS
2022-12-18,Indomilk st_ck,,DUS
2022-12-19,Indomilk st_ck,132,DUS
2022-12-20,Indomilk st_ck,116,DUS
2022-12-21,Indomilk st_ck,149,DUS
2022-12-22,Indomilk st_ck,171,DUS
2022-12-23,Indomilk st_ck,180,DUS
2022-12-24,Indomilk st_ck,175,DUS
2022-12-25,Indomilk st_ck,122,DUS
2022-12-26,Indomilk st_ck,147,DUS
2022-12-27,Indomilk st_ck,133,DUS
2022-12-28,Indomilk st_ck,,DUS
2022-12-29,Indomilk st_ck,176,DUS
2022-12-30,Indomilk st_ck,187,DUS
2022-12-31,Indomilk st_ck,184,DUS
2023-01-01,Indomilk st_ck,,DUS
2023-01-02,Indomilk st_ck,124,DUS
2023-01-03,Indomilk st_ck,122,DUS
2023-01-04,Indomilk st_ck,150,DUS
2023-01-05,Indomilk st_ck,166,DUS
2023-01-06,Indomilk st_ck,,DUS
2023-01-07,Indomilk st_ck,177,DUS
2023-01-08,Indomilk st_ck,113,DUS
2023-01-09,Indomilk st_ck,,DUS
2023-01-10,Indomilk st_ck,115,DUS
2023-01-11,Indomilk st_ck,151,DUS
2023-01-12,Indomilk st_ck,181,DUS
2023-01-13,Indomilk st_ck,193,DUS
2023-01-14,Indomilk st_ck,180,DUS
2023-01-15,Indomilk st_ck,119,DUS
2023-01-16,Indomilk st_ck,137,DUS
2023-01-17,Indomilk st_ck,117,DUS
2023-01-18,Indomilk st_ck,,DUS
2023-01-19,Indomilk st_ck,,DUS
2023-01-20,Indomilk st_ck,187,DUS
2023-01-21,Indomilk st_ck,181,DUS
2023-01-22,Indomilk st_ck,117,DUS
2023-01-23,Indomilk st_ck,129,DUS
2023-01-24,Indomilk st_ck,,DUS
2023-01-25,Indomilk st_ck,165,DUS
2023-01-26,Indomilk st_ck,,DUS
2023-01-27,Indomilk st_ck,,DUS
2023-01-28,Indomilk st_ck,192,DUS
2023-01-29,Indomilk st_ck,,DUS
2023-01-30,Indomilk st_ck,142,DUS
2023-01-31,Indomilk st_ck,,DUS
2023-02-01,Indomilk st_ck,154,DUS
2023-02-02,Indomilk st_ck,,DUS
2023-02-03,Indomilk st_ck,192,DUS
2023-02-04,Indomilk st_ck,189,DUS
2023-02-05,Indomilk st_ck,118,DUS
2023-02-06,Indomilk st_ck,138,DUS
2023-02-07,Indomilk st_ck,124,DUS
2023-02-08,Indomilk st_ck,,DUS
2023-02-09,Indomilk st_ck,178,DUS
2023-02-10,Indomilk st_ck,191,DUS
2023-02-11,Indomilk st_ck,174,DUS
2023-02-12,Indomilk st_ck,113,DUS
2023-02-13,Indomilk st_ck,,DUS
2023-02-14,Indomilk st_ck,123,DUS
2023-02-15,Indomilk st_ck,152,DUS
2023-02-16,Indomilk st_ck,169,DUS
2023-02-17,Indomilk st_ck,,DUS
2023-02-18,Indomilk st_ck,171,DUS
2023-02-19,Indomilk st_ck,115,DUS
2023-02-20,Indomilk st_ck,,DUS
2023-02-21,Indomilk st_ck,,DUS
2023-02-22,Indomilk st_ck,153,DUS
2023-02-23,Indomilk st_ck,176,DUS
2023-02-24,Indomilk st_ck,,DUS
2023-02-25,Indomilk st_ck,203,DUS
2023-02-26,Indomilk st_ck,,DUS
2023-02-27,Indomilk st_ck,154,DUS
2023-02-28,Indomilk st_ck,141,DUS
2023-03-01,Indomilk st_ck,156,DUS
2023-03-02,Indomilk st_ck,182,DUS
2023-03-03,Indomilk st_ck,,DUS
2023-03-04,Indomilk st_ck,185,DUS
2023-03-05,Indomilk st_ck,122,DUS
2023-03-06,Indomilk st_ck,141,DUS
2023-03-07,Indomilk st_ck,129,DUS
2023-03-08,Indomilk st_ck,154,DUS
2023-03-09,Indomilk st_ck,175,DUS
2023-03-10,Indomilk st_ck,197,DUS
2023-03-11,Indomilk st_ck,190,DUS
2023-03-12,Indomilk st_ck,,DUS
2023-03-13,Indomilk st_ck,139,DUS
2023-03-14,Indomilk st_ck,127,DUS
2023-03-15,Indomilk st_ck,158,DUS
2023-03-16,Indomilk st_ck,,DUS
2023-03-17,Indomilk st_ck,198,DUS
2023-03-18,Indomilk st_ck,186,DUS
2023-03-19,Indomilk st_ck,125,DUS
2023-03-20,Indomilk st_ck,135,DUS
2023-03-21,Indomilk st_ck,133,DUS
2023-03-22,Indomilk st_ck,163,DUS
2023-03-23,Indomilk st_ck,,DUS
2023-03-24,Indomilk st_ck,,DUS
2023-03-25,Indomilk st_ck,198,DUS
2023-03-26,Indomilk st_ck,129,DUS
2023-03-27,Indomilk st_ck,160,DUS
2023-03-28,Indomilk st_ck,151,DUS
2023-03-29,Indomilk st_ck,176,DUS
2023-03-30,Indomilk st_ck,195,DUS
2023-03-31,Indomilk st_ck,205,DUS
2023-04-01,Indomilk st_ck,199,DUS
2023-04-02,Indomilk st_ck,,DUS
2023-04-03,Indomilk st_ck,146,DUS
2023-04-04,Indomilk st_ck,130,DUS
2023-04-05,Indomilk st_ck,158,DUS
2023-04-06,Indomilk st_ck,184,DUS
2023-04-07,Indomilk st_ck,192,DUS
2023-04-08,Indomilk st_ck,,DUS
2023-04-09,Indomilk st_ck,127,DUS
2023-04-10,Indomilk st_ck,146,DUS
2023-04-11,Indomilk st_ck,134,DUS
2023-04-12,Indomilk st_ck,159,DUS
2023-04-13,Indomilk st_ck,,DUS
2023-04-14,Indomilk st_ck,195,DUS
2023-04-15,Indomilk st_ck,187,DUS
2023-04-16,Indomilk st_ck,123,DUS
2023-04-17,Indomilk st_ck,149,DUS
2023-04-18,Indomilk st_ck,,DUS
2023-04-19,Indomilk st_ck,172,DUS
2023-04-20,Indomilk st_ck,192,DUS
2023-04-21,Indomilk st_ck,,DUS
2023-04-22,Indomilk st_ck,,DUS
2023-04-23,Indomilk st_ck,123,DUS
2023-04-24,Indomilk st_ck,143,DUS
2023-04-25,Indomilk st_ck,150,DUS
2023-04-26,Indomilk st_ck,173,DUS
2023-04-27,Indomilk st_ck,203,DUS
2023-04-28,Indomilk st_ck,,DUS
2023-04-29,Indomilk st_ck,188,DUS
2023-04-30,Indomilk st_ck,135,DUS
2023-05-01,Indomilk st_ck,144,DUS
2023-05-02,Indomilk st_ck,136,DUS
2023-05-03,Indomilk st_ck,155,DUS
2023-05-04,Indomilk st_ck,181,DUS
2023-05-05,Indomilk st_ck,202,DUS
2023-05-06,Indomilk st_ck,193,DUS
2023-05-07,Indomilk st_ck,128,DUS
2023-05-08,Indomilk st_ck,142,DUS
2023-05-09,Indomilk st_ck,138,DUS
2023-05-10,Indomilk st_ck,161,DUS
2023-05-11,Indomilk st_ck,,DUS
2023-05-12,Indomilk st_ck,204,DUS
2023-05-13,Indomilk st_ck,,DUS
2023-05-14,Indomilk st_ck,,DUS
2023-05-15,Indomilk st_ck,148,DUS
2023-05-16,Indomilk st_ck,,DUS
2023-05-17,Indomilk st_ck,,DUS
2023-05-18,Indomilk st_ck,191,DUS
2023-05-19,Indomilk st_ck,,DUS
2023-05-20,Indomilk st_ck,197,DUS
2023-05-21,Indomilk st_ck,132,DUS
2023-05-22,Indomilk st_ck,151,DUS
2023-05-23,Indomilk st_ck,135,DUS
2023-05-24,Indomilk st_ck,171,DUS
2023-05-25,Indomilk st_ck,194,DUS
2023-05-26,Indomilk st_ck,209,DUS
2023-05-27,Indomilk st_ck,200,DUS
2023-05-28,Indomilk st_ck,144,DUS
2023-05-29,Indomilk st_ck,161,DUS
2023-05-30,Indomilk st_ck,148,DUS
2023-05-31,Indomilk st_ck,175,DUS
2023-06-01,Indomilk st_ck,184,DUS
2023-06-02,Indomilk st_ck,204,DUS
2023-06-03,Indomilk st_ck,195,DUS
2023-06-04,Indomilk st_ck,121,DUS
2023-06-05,Indomilk st_ck,145,DUS
2023-06-06,Indomilk st_ck,144,DUS
2023-06-07,Indomilk st_ck,162,DUS
2023-06-08,Indomilk st_ck,187,DUS
2023-06-09,Indomilk st_ck,,DUS
2023-06-10,Indomilk st_ck,193,DUS
2023-06-11,Indomilk st_ck,130,DUS
2023-06-12,Indomilk st_ck,143,DUS
2023-06-13,Indomilk st_ck,,DUS
2023-06-14,Indomilk st_ck,,DUS
2023-06-15,Indomilk st_ck,184,DUS
2023-06-16,Indomilk st_ck,199,DUS
2023-06-17,Indomilk st_ck,192,DUS
2023-06-18,Indomilk st_ck,,DUS
2023-06-19,Indomilk st_ck,168,DUS
2023-06-20,Indomilk st_ck,143,DUS
2023-06-21,Indomilk st_ck,167,DUS
2023-06-22,Indomilk st_ck,187,DUS
2023-06-23,Indomilk st_ck,,DUS
2023-06-24,Indomilk st_ck,189,DUS
2023-06-25,Indomilk st_ck,140,DUS
2023-06-26,Indomilk st_ck,,DUS
2023-06-27,Indomilk st_ck,147,DUS
2023-06-28,Indomilk st_ck,173,DUS
2023-06-29,Indomilk st_ck,199,DUS
2023-06-30,Indomilk st_ck,213,DUS
2023-07-01,Indomilk st_ck,193,DUS
2023-07-02,Indomilk st_ck,130,DUS
2023-07-03,Indomilk st_ck,143,DUS
2023-07-04,Indomilk st_ck,,DUS
2023-07-05,Indomilk st_ck,165,DUS
2023-07-06,Indomilk st_ck,,DUS
2023-07-07,Indomilk st_ck,,DUS
2023-07-08,Indomilk st_ck,188,DUS
2023-07-09,Indomilk st_ck,131,DUS
2023-07-10,Indomilk st_ck,,DUS
2023-07-11,Indomilk st_ck,137,DUS
2023-07-12,Indomilk st_ck,,DUS
2023-07-13,Indomilk st_ck,,DUS
2023-07-14,Indomilk st_ck,200,DUS
2023-07-15,Indomilk st_ck,187,DUS
2023-07-16,Indomilk st_ck,130,DUS
2023-07-17,Indomilk st_ck,144,DUS
2023-07-18,Indomilk st_ck,127,DUS
2023-07-19,Indomilk st_ck,162,DUS
2023-07-20,Indomilk st_ck,180,DUS
2023-07-21,Indomilk st_ck,204,DUS
2023-07-22,Indomilk st_ck,,DUS
2023-07-23,Indomilk st_ck,129,DUS
2023-07-24,Indomilk st_ck,148,DUS
2023-07-25,Indomilk st_ck,150,DUS
2023-07-26,Indomilk st_ck,,DUS
2023-07-27,Indomilk st_ck,191,DUS
2023-07-28,Indomilk st_ck,209,DUS
2023-07-29,Indomilk st_ck,204,DUS
2023-07-30,Indomilk st_ck,,DUS
2023-07-31,Indomilk st_ck,162,DUS
2023-08-01,Indomilk st_ck,,DUS
2023-08-02,Indomilk st_ck,160,DUS
2023-08-03,Indomilk st_ck,187,DUS
2023-08-04,Indomilk st_ck,,DUS
2023-08-05,Indomilk st_ck,188,DUS
2023-08-06,Indomilk st_ck,126,DUS
2023-08-07,Indomilk st_ck,,DUS
2023-08-08,Indomilk st_ck,,DUS
2023-08-09,Indomilk st_ck,161,DUS
2023-08-10,Indomilk st_ck,,DUS
2023-08-11,Indomilk st_ck,189,DUS
2023-08-12,Indomilk st_ck,189,DUS
2023-08-13,Indomilk st_ck,,DUS
2023-08-14,Indomilk st_ck,,DUS
2023-08-15,Indomilk st_ck,130,DUS
2023-08-16,Indomilk st_ck,165,DUS
2023-08-17,Indomilk st_ck,184,DUS
2023-08-18,Indomilk st_ck,199,DUS
2023-08-19,Indomilk st_ck,,DUS
2023-08-20,Indomilk st_ck,125,DUS
2023-08-21,Indomilk st_ck,150,DUS
2023-08-22,Indomilk st_ck,133,DUS
2023-08-23,Indomilk st_ck,165,DUS
2023-08-24,Indomilk st_ck,177,DUS
2023-08-25,Indomilk st_ck,,DUS
2023-08-26,Indomilk st_ck,213,DUS
2023-08-27,Indomilk st_ck,129,DUS
2023-08-28,Indomilk st_ck,,DUS
2023-08-29,Indomilk st_ck,146,DUS
2023-08-30,Indomilk st_ck,170,DUS
2023-08-31,Indomilk st_ck,194,DUS
2023-09-01,Indomilk st_ck,196,DUS
2023-09-02,Indomilk st_ck,,DUS
2023-09-03,Indomilk st_ck,,DUS
2023-09-04,Indomilk st_ck,,DUS
2023-09-05,Indomilk st_ck,,DUS
2023-09-06,Indomilk st_ck,165,DUS
2023-09-07,Indomilk st_ck,177,DUS
2023-09-08,Indomilk st_ck,,DUS
2023-09-09,Indomilk st_ck,,DUS
2023-09-10,Indomilk st_ck,,DUS
2023-09-11,Indomilk st_ck,,DUS
2023-09-12,Indomilk st_ck,,DUS
2023-09-13,Indomilk st_ck,160,DUS
2023-09-14,Indomilk st_ck,179,DUS
2023-09-15,Indomilk st_ck,,DUS
2023-09-16,Indomilk st_ck,,DUS
2023-09-17,Indomilk st_ck,120,DUS
2023-09-18,Indomilk st_ck,,DUS
2023-09-19,Indomilk st_ck,132,DUS
2023-09-20,Indomilk st_ck,,DUS
2023-09-21,Indomilk st_ck,183,DUS
2023-09-22,Indomilk st_ck,195,DUS
2023-09-23,Indomilk st_ck,,DUS
2023-09-24,Indomilk st_ck,120,DUS
2023-09-25,Indomilk st_ck,,DUS
2023-09-26,Indomilk st_ck,,DUS
2023-09-27,Indomilk st_ck,168,DUS
2023-09-28,Indomilk st_ck,190,DUS
2023-09-29,Indomilk st_ck,201,DUS
2023-09-30,Indomilk st_ck,,DUS
2023-10-01,Indomilk st_ck,115,DUS
2023-10-02,Indomilk st_ck,136,DUS
2023-10-03,Indomilk st_ck,122,DUS
2023-10-04,Indomilk st_ck,159,DUS
2023-10-05,Indomilk st_ck,190,DUS
2023-10-06,Indomilk st_ck,,DUS
2023-10-07,Indomilk st_ck,178,DUS
2023-10-08,Indomilk st_ck,119,DUS
2023-10-09,Indomilk st_ck,,DUS
2023-10-10,Indomilk st_ck,136,DUS
2023-10-11,Indomilk st_ck,165,DUS
2023-10-12,Indomilk st_ck,,DUS
2023-10-13,Indomilk st_ck,191,DUS
2023-10-14,Indomilk st_ck,167,DUS
2023-10-15,Indomilk st_ck,,DUS
2023-10-16,Indomilk st_ck,,DUS
2023-10-17,Indomilk st_ck,,DUS
2023-10-18,Indomilk st_ck,150,DUS
2023-10-19,Indomilk st_ck,172,DUS
2023-10-20,Indomilk st_ck,,DUS
2023-10-21,Indomilk st_ck,184,DUS
2023-10-22,Indomilk st_ck,,DUS
2023-10-23,Indomilk st_ck,139,DUS
2023-10-24,Indomilk st_ck,131,DUS
2023-10-25,Indomilk st_ck,,DUS
2023-10-26,Indomilk st_ck,197,DUS
2023-10-27,Indomilk st_ck,,DUS
2023-10-28,Indomilk st_ck,202,DUS
2023-10-29,Indomilk st_ck,,DUS
2023-10-30,Indomilk st_ck,,DUS
2023-10-31,Indomilk st_ck,,DUS
2023-11-01,Indomilk st_ck,,DUS
2023-11-02,Indomilk st_ck,174,DUS
2023-11-03,Indomilk st_ck,,DUS
2023-11-04,Indomilk st_ck,183,DUS
2023-11-05,Indomilk st_ck,115,DUS
2023-11-06,Indomilk st_ck,135,DUS
2023-11-07,Indomilk st_ck,,DUS
2023-11-08,Indomilk st_ck,152,DUS
2023-11-09,Indomilk st_ck,174,DUS
2023-11-10,Indomilk st_ck,,DUS
2023-11-11,Indomilk st_ck,,DUS
2023-11-12,Indomilk st_ck,,DUS
2023-11-13,Indomilk st_ck,132,DUS
2023-11-14,Indomilk st_ck,119,DUS
2023-11-15,Indomilk st_ck,,DUS
2023-11-16,Indomilk st_ck,,DUS
2023-11-17,Indomilk st_ck,189,DUS
2023-11-18,Indomilk st_ck,181,DUS
2023-11-19,Indomilk st_ck,119,DUS
2023-11-20,Indomilk st_ck,130,DUS
2023-11-21,Indomilk st_ck,121,DUS
2023-11-22,Indomilk st_ck,150,DUS
2023-11-23,Indomilk st_ck,171,DUS
2023-11-24,Indomilk st_ck,,DUS
2023-11-25,Indomilk st_ck,194,DUS
2023-11-26,Indomilk st_ck,,DUS
2023-11-27,Indomilk st_ck,145,DUS
2023-11-28,Indomilk st_ck,133,DUS
2023-11-29,Indomilk st_ck,155,DUS
2023-11-30,Indomilk st_ck,,DUS
2023-12-01,Indomilk st_ck,184,DUS
2023-12-02,Indomilk st_ck,179,DUS
2023-12-03,Indomilk st_ck,,DUS
2023-12-04,Indomilk st_ck,,DUS
2023-12-05,Indomilk st_ck,121,DUS
2023-12-06,Indomilk st_ck,153,DUS
2023-12-07,Indomilk st_ck,176,DUS
2023-12-08,Indomilk st_ck,186,DUS
2023-12-09,Indomilk st_ck,181,DUS
2023-12-10,Indomilk st_ck,,DUS
2023-12-11,Indomilk st_ck,135,DUS
2023-12-12,Indomilk st_ck,128,DUS
2023-12-13,Indomilk st_ck,,DUS
2023-12-14,Indomilk st_ck,179,DUS
2023-12-15,Indomilk st_ck,187,DUS
2023-12-16,Indomilk st_ck,182,DUS
2023-12-17,Indomilk st_ck,,DUS
2023-12-18,Indomilk st_ck,,DUS
2023-12-19,Indomilk st_ck,130,DUS
2023-12-20,Indomilk st_ck,,DUS
2023-12-21,Indomilk st_ck,179,DUS
2023-12-22,Indomilk st_ck,182,DUS
2023-12-23,Indomilk st_ck,171,DUS
2023-12-24,Indomilk st_ck,117,DUS
2023-12-25,Indomilk st_ck,146,DUS
2023-12-26,Indomilk st_ck,,DUS
2023-12-27,Indomilk st_ck,,DUS
2023-12-28,Indomilk st_ck,185,DUS
2023-12-29,Indomilk st_ck,205,DUS
2023-12-30,Indomilk st_ck,190,DUS
2023-12-31,Indomilk st_ck,126,DUS
2024-01-01,Indomilk st_ck,136,DUS
2024-01-02,Indomilk st_ck,135,DUS
2024-01-03,Indomilk st_ck,159,DUS
2024-01-04,Indomilk st_ck,171,DUS
2024-01-05,Indomilk st_ck,,DUS
2024-01-06,Indomilk st_ck,184,DUS
2024-01-07,Indomilk st_ck,116,DUS
2024-01-08,Indomilk st_ck,136,DUS
2024-01-09,Indomilk st_ck,,DUS
2024-01-10,Indomilk st_ck,159,DUS
2024-01-11,Indomilk st_ck,181,DUS
2024-01-12,Indomilk st_ck,191,DUS
2024-01-13,Indomilk st_ck,,DUS
2024-01-14,Indomilk st_ck,,DUS
2024-01-15,Indomilk st_ck,141,DUS
2024-01-16,Indomilk st_ck,132,DUS
2024-01-17,Indomilk st_ck,,DUS
2024-01-18,Indomilk st_ck,179,DUS
2024-01-19,Indomilk st_ck,202,DUS
2024-01-20,Indomilk st_ck,191,DUS
2024-01-21,Indomilk st_ck,,DUS
2024-01-22,Indomilk st_ck,140,DUS
2024-01-23,Indomilk st_ck,,DUS
2024-01-24,Indomilk st_ck,165,DUS
2024-01-25,Indomilk st_ck,,DUS
2024-01-26,Indomilk st_ck,,DUS
2024-01-27,Indomilk st_ck,194,DUS
2024-01-28,Indomilk st_ck,,DUS
2024-01-29,Indomilk st_ck,152,DUS
2024-01-30,Indomilk st_ck,145,DUS
2024-01-31,Indomilk st_ck,,DUS
2024-02-01,Indomilk st_ck,180,DUS
2024-02-02,Indomilk st_ck,197,DUS
2024-02-03,Indomilk st_ck,,DUS
2024-02-04,Indomilk st_ck,124,DUS
