Tanggal,Produk,Jumlah,Satuan
2022-08-29,Ayam Fillet,159,KG
2022-08-30,Ayam Fillet,160,KG
2022-08-31,Ayam Fillet,171,KG
2022-09-01,Ayam Fillet,178,KG
2022-09-02,Ayam Fillet,195,KG
2022-09-03,Ayam Fillet,,KG
2022-09-04,Ayam Fillet,128,KG
2022-09-05,Ayam Fillet,147,KG
2022-09-06,Ayam Fillet,150,KG
2022-09-07,Ayam Fillet,165,KG
2022-09-08,Ayam Fillet,185,KG
2022-09-09,Ayam Fillet,196,KG
2022-09-10,Ayam Fillet,182,KG
2022-09-11,Ayam Fillet,132,KG
2022-09-12,Ayam Fillet,152,KG
2022-09-13,Ayam Fillet,,KG
2022-09-14,Ayam Fillet,,KG
2022-09-15,Ayam Fillet,179,KG
2022-09-16,Ayam Fillet,186,KG
2022-09-17,Ayam Fillet,,KG
2022-09-18,Ayam Fillet,126,KG
2022-09-19,Ayam Fillet,,KG
2022-09-20,Ayam Fillet,151,KG
2022-09-21,Ayam Fillet,164,KG
2022-09-22,Ayam Fillet,,KG
2022-09-23,Ayam Fillet,183,KG
2022-09-24,Ayam Fillet,,KG
2022-09-25,Ayam Fillet,136,KG
2022-09-26,Ayam Fillet,,KG
2022-09-27,Ayam Fillet,161,KG
2022-09-28,Ayam Fillet,,KG
2022-09-29,Ayam Fillet,,KG
2022-09-30,Ayam Fillet,205,KG
2022-10-01,Ayam Fillet,,KG
2022-10-02,Ayam Fillet,,KG
2022-10-03,Ayam Fillet,139,KG
2022-10-04,Ayam Fillet,140,KG
2022-10-05,Ayam Fillet,160,KG
2022-10-06,Ayam Fillet,178,KG
2022-10-07,Ayam Fillet,186,KG
2022-10-08,Ayam Fillet,,KG
2022-10-09,Ayam Fillet,124,KG
2022-10-10,Ayam Fillet,141,KG
2022-10-11,Ayam Fillet,,KG
2022-10-12,Ayam Fillet,148,KG
2022-10-13,Ayam Fillet,,KG
2022-10-14,Ayam Fillet,182,KG
2022-10-15,Ayam Fillet,175,KG
2022-10-16,Ayam Fillet,121,KG
2022-10-17,Ayam Fillet,133,KG
2022-10-18,Ayam Fillet,135,KG
2022-10-19,Ayam Fillet,150,KG
2022-10-20,Ayam Fillet,167,KG
2022-10-21,Ayam Fillet,181,KG
2022-10-22,Ayam Fillet,178,KG
2022-10-23,Ayam Fillet,,KG
2022-10-24,Ayam Fillet,135,KG
2022-10-25,Ayam Fillet,149,KG
2022-10-26,Ayam Fillet,158,KG
2022-10-27,Ayam Fillet,,KG
2022-10-28,Ayam Fillet,190,KG
2022-10-29,Ayam Fillet,182,KG
2022-10-30,Ayam Fillet,123,KG
2022-10-31,Ayam Fillet,,KG
2022-11-01,Ayam Fillet,140,KG
2022-11-02,Ayam Fillet,150,KG
2022-11-03,Ayam Fillet,169,KG
2022-11-04,Ayam Fillet,184,KG
2022-11-05,Ayam Fillet,172,KG
2022-11-06,Ayam Fillet,121,KG
2022-11-07,Ayam Fillet,128,KG
2022-11-08,Ayam Fillet,,KG
2022-11-09,Ayam Fillet,,KG
2022-11-10,Ayam Fillet,164,KG
2022-11-11,Ayam Fillet,180,KG
2022-11-12,Ayam Fillet,175,KG
2022-11-13,Ayam Fillet,121,KG
2022-11-14,Ayam Fillet,,KG
2022-11-15,Ayam Fillet,129,KG
2022-11-16,Ayam Fillet,147,KG
2022-11-17,Ayam Fillet,163,KG
2022-11-18,Ayam Fillet,176,KG
2022-11-19,Ayam Fillet,174,KG
2022-11-20,Ayam Fillet,121,KG
2022-11-21,Ayam Fillet,124,KG
2022-11-22,Ayam Fillet,130,KG
2022-11-23,Ayam Fillet,,KG
2022-11-24,Ayam Fillet,160,KG
2022-11-25,Ayam Fillet,,KG
2022-11-26,Ayam Fillet,178,KG
2022-11-27,Ayam Fillet,126,KG
2022-11-28,Ayam Fillet,150,KG
2022-11-29,Ayam Fillet,146,KG
2022-11-30,Ayam Fillet,155,KG
2022-12-01,Ayam Fillet,160,KG
2022-12-02,Ayam Fillet,175,KG
2022-12-03,Ayam Fillet,171,KG
2022-12-04,Ayam Fillet,123,KG
2022-12-05,Ayam Fillet,133,KG
2022-12-06,Ayam Fillet,137,KG
2022-12-07,Ayam Fillet,,KG
2022-12-08,Ayam Fillet,162,KG
2022-12-09,Ayam Fillet,,KG
2022-12-10,Ayam Fillet,171,KG
2022-12-11,Ayam Fillet,127,KG
2022-12-12,Ayam Fillet,137,KG
2022-12-13,Ayam Fillet,137,KG
2022-12-14,Ayam Fillet,156,KG
2022-12-15,Ayam Fillet,169,KG
2022-12-16,Ayam Fillet,182,KG
2022-12-17,Ayam Fillet,174,KG
2022-12-18,Ayam Fillet,,KG
2022-12-19,Ayam Fillet,,KG
2022-12-20,Ayam Fillet,134,KG
2022-12-21,Ayam Fillet,149,KG
2022-12-22,Ayam Fillet,170,KG
2022-12-23,Ayam Fillet,179,KG
2022-12-24,Ayam Fillet,,KG
2022-12-25,Ayam Fillet,129,KG
2022-12-26,Ayam Fillet,,KG
2022-12-27,Ayam Fillet,150,KG
2022-12-28,Ayam Fillet,162,KG
2022-12-29,Ayam Fillet,177,KG
2022-12-30,Ayam Fillet,190,KG
2022-12-31,Ayam Fillet,186,KG
2023-01-01,Ayam Fillet,121,KG
2023-01-02,Ayam Fillet,133,KG
2023-01-03,Ayam Fillet,140,KG
2023-01-04,Ayam Fillet,149,KG
2023-01-05,Ayam Fillet,166,KG
2023-01-06,Ayam Fillet,179,KG
2023-01-07,Ayam Fillet,,KG
2023-01-08,Ayam Fillet,121,KG
2023-01-09,Ayam Fillet,136,KG
2023-01-10,Ayam Fillet,,KG
2023-01-11,Ayam Fillet,153,KG
2023-01-12,Ayam Fillet,167,KG
2023-01-13,Ayam Fillet,,KG
2023-01-14,Ayam Fillet,177,KG
2023-01-15,Ayam Fillet,123,KG
2023-01-16,Ayam Fillet,141,KG
2023-01-17,Ayam Fillet,144,KG
2023-01-18,Ayam Fillet,153,KG
2023-01-19,Ayam Fillet,164,KG
2023-01-20,Ayam Fillet,183,KG
2023-01-21,Ayam Fillet,176,KG
2023-01-22,Ayam Fillet,,KG
2023-01-23,Ayam Fillet,,KG
2023-01-24,Ayam Fillet,138,KG
2023-01-25,Ayam Fillet,167,KG
2023-01-26,Ayam Fillet,178,KG
2023-01-27,Ayam Fillet,195,KG
2023-01-28,Ayam Fillet,201,KG
2023-01-29,Ayam Fillet,140,KG
2023-01-30,Ayam Fillet,156,KG
2023-01-31,Ayam Fillet,,KG
2023-02-01,Ayam Fillet,159,KG
2023-02-02,Ayam Fillet,174,KG
2023-02-03,Ayam Fillet,,KG
2023-02-04,Ayam Fillet,,KG
2023-02-05,Ayam Fillet,121,KG
2023-02-06,Ayam Fillet,140,KG
2023-02-07,Ayam Fillet,150,KG
2023-02-08,Ayam Fillet,,KG
2023-02-09,Ayam Fillet,169,KG
2023-02-10,Ayam Fillet,185,KG
2023-02-11,Ayam Fillet,,KG
2023-02-12,Ayam Fillet,,KG
2023-02-13,Ayam Fillet,148,KG
2023-02-14,Ayam Fillet,,KG
2023-02-15,Ayam Fillet,,KG
2023-02-16,Ayam Fillet,168,KG
2023-02-17,Ayam Fillet,189,KG
2023-02-18,Ayam Fillet,,KG
2023-02-19,Ayam Fillet,142,KG
2023-02-20,Ayam Fillet,150,KG
2023-02-21,Ayam Fillet,149,KG
2023-02-22,Ayam Fillet,173,KG
2023-02-23,Ayam Fillet,184,KG
2023-02-24,Ayam Fillet,196,KG
2023-02-25,Ayam Fillet,199,KG
2023-02-26,Ayam Fillet,148,KG
2023-02-27,Ayam Fillet,,KG
2023-02-28,Ayam Fillet,172,KG
2023-03-01,Ayam Fillet,169,KG
2023-03-02,Ayam Fillet,188,KG
2023-03-03,Ayam Fillet,207,KG
2023-03-04,Ayam Fillet,196,KG
2023-03-05,Ayam Fillet,,KG
2023-03-06,Ayam Fillet,155,KG
2023-03-07,Ayam Fillet,161,KG
2023-03-08,Ayam Fillet,169,KG
2023-03-09,Ayam Fillet,185,KG
2023-03-10,Ayam Fillet,204,KG
2023-03-11,Ayam Fillet,198,KG
2023-03-12,Ayam Fillet,138,KG
2023-03-13,Ayam Fillet,160,KG
2023-03-14,Ayam Fillet,160,KG
2023-03-15,Ayam Fillet,166,KG
2023-03-16,Ayam Fillet,184,KG
2023-03-17,Ayam Fillet,204,KG
2023-03-18,Ayam Fillet,206,KG
2023-03-19,Ayam Fillet,148,KG
2023-03-20,Ayam Fillet,,KG
2023-03-21,Ayam Fillet,167,KG
2023-03-22,Ayam Fillet,187,KG
2023-03-23,Ayam Fillet,192,KG
2023-03-24,Ayam Fillet,208,KG
2023-03-25,Ayam Fillet,218,KG
2023-03-26,Ayam Fillet,160,KG
2023-03-27,Ayam Fillet,169,KG
2023-03-28,Ayam Fillet,171,KG
2023-03-29,Ayam Fillet,185,KG
2023-03-30,Ayam Fillet,206,KG
2023-03-31,Ayam Fillet,222,KG
2023-04-01,Ayam Fillet,202,KG
2023-04-02,Ayam Fillet,147,KG
2023-04-03,Ayam Fillet,163,KG
2023-04-04,Ayam Fillet,167,KG
2023-04-05,Ayam Fillet,183,KG
2023-04-06,Ayam Fillet,201,KG
2023-04-07,Ayam Fillet,209,KG
2023-04-08,Ayam Fillet,203,KG
2023-04-09,Ayam Fillet,151,KG
2023-04-10,Ayam Fillet,,KG
2023-04-11,Ayam Fillet,172,KG
2023-04-12,Ayam Fillet,187,KG
2023-04-13,Ayam Fillet,191,KG
2023-04-14,Ayam Fillet,,KG
2023-04-15,Ayam Fillet,204,KG
2023-04-16,Ayam Fillet,144,KG
2023-04-17,Ayam Fillet,163,KG
2023-04-18,Ayam Fillet,166,KG
2023-04-19,Ayam Fillet,173,KG
2023-04-20,Ayam Fillet,195,KG
2023-04-21,Ayam Fillet,,KG
2023-04-22,Ayam Fillet,208,KG
2023-04-23,Ayam Fillet,155,KG
2023-04-24,Ayam Fillet,168,KG
2023-04-25,Ayam Fillet,,KG
2023-04-26,Ayam Fillet,,KG
2023-04-27,Ayam Fillet,,KG
2023-04-28,Ayam Fillet,,KG
2023-04-29,Ayam Fillet,218,KG
2023-04-30,Ayam Fillet,165,KG
2023-05-01,Ayam Fillet,175,KG
2023-05-02,Ayam Fillet,181,KG
2023-05-03,Ayam Fillet,186,KG
2023-05-04,Ayam Fillet,199,KG
2023-05-05,Ayam Fillet,215,KG
2023-05-06,Ayam Fillet,211,KG
2023-05-07,Ayam Fillet,158,KG
2023-05-08,Ayam Fillet,,KG
2023-05-09,Ayam Fillet,177,KG
2023-05-10,Ayam Fillet,183,KG
2023-05-11,Ayam Fillet,188,KG
2023-05-12,Ayam Fillet,216,KG
2023-05-13,Ayam Fillet,207,KG
2023-05-14,Ayam Fillet,154,KG
2023-05-15,Ayam Fillet,172,KG
2023-05-16,Ayam Fillet,,KG
2023-05-17,Ayam Fillet,185,KG
2023-05-18,Ayam Fillet,205,KG
2023-05-19,Ayam Fillet,221,KG
2023-05-20,Ayam Fillet,215,KG
2023-05-21,Ayam Fillet,161,KG
2023-05-22,Ayam Fillet,175,KG
2023-05-23,Ayam Fillet,177,KG
2023-05-24,Ayam Fillet,192,KG
2023-05-25,Ayam Fillet,214,KG
2023-05-26,Ayam Fillet,,KG
2023-05-27,Ayam Fillet,222,KG
2023-05-28,Ayam Fillet,,KG
2023-05-29,Ayam Fillet,,KG
2023-05-30,Ayam Fillet,,KG
2023-05-31,Ayam Fillet,202,KG
2023-06-01,Ayam Fillet,208,KG
2023-06-02,Ayam Fillet,215,KG
2023-06-03,Ayam Fillet,216,KG
2023-06-04,Ayam Fillet,,KG
2023-06-05,Ayam Fillet,167,KG
2023-06-06,Ayam Fillet,175,KG
2023-06-07,Ayam Fillet,,KG
2023-06-08,Ayam Fillet,,KG
2023-06-09,Ayam Fillet,222,KG
2023-06-10,Ayam Fillet,214,KG
2023-06-11,Ayam Fillet,165,KG
2023-06-12,Ayam Fillet,,KG
2023-06-13,Ayam Fillet,180,KG
2023-06-14,Ayam Fillet,185,KG
2023-06-15,Ayam Fillet,205,KG
2023-06-16,Ayam Fillet,215,KG
2023-06-17,Ayam Fillet,208,KG
2023-06-18,Ayam Fillet,154,KG
2023-06-19,Ayam Fillet,174,KG
2023-06-20,Ayam Fillet,186,KG
2023-06-21,Ayam Fillet,,KG
2023-06-22,Ayam Fillet,,KG
2023-06-23,Ayam Fillet,,KG
2023-06-24,Ayam Fillet,213,KG
2023-06-25,Ayam Fillet,167,KG
2023-06-26,Ayam Fillet,,KG
2023-06-27,Ayam Fillet,,KG
2023-06-28,Ayam Fillet,196,KG
2023-06-29,Ayam Fillet,210,KG
2023-06-30,Ayam Fillet,222,KG
2023-07-01,Ayam Fillet,212,KG
2023-07-02,Ayam Fillet,,KG
2023-07-03,Ayam Fillet,177,KG
2023-07-04,Ayam Fillet,179,KG
2023-07-05,Ayam Fillet,,KG
2023-07-06,Ayam Fillet,200,KG
2023-07-07,Ayam Fillet,219,KG
2023-07-08,Ayam Fillet,212,KG
2023-07-09,Ayam Fillet,157,KG
2023-07-10,Ayam Fillet,,KG
2023-07-11,Ayam Fillet,173,KG
2023-07-12,Ayam Fillet,189,KG
2023-07-13,Ayam Fillet,201,KG
2023-07-14,Ayam Fillet,214,KG
2023-07-15,Ayam Fillet,205,KG
2023-07-16,Ayam Fillet,148,KG
2023-07-17,Ayam Fillet,,KG
2023-07-18,Ayam Fillet,,KG
2023-07-19,Ayam Fillet,181,KG
2023-07-20,Ayam Fillet,,KG
2023-07-21,Ayam Fillet,,KG
2023-07-22,Ayam Fillet,206,KG
2023-07-23,Ayam Fillet,,KG
2023-07-24,Ayam Fillet,173,KG
2023-07-25,Ayam Fillet,,KG
2023-07-26,Ayam Fillet,192,KG
2023-07-27,Ayam Fillet,207,KG
2023-07-28,Ayam Fillet,221,KG
2023-07-29,Ayam Fillet,216,KG
2023-07-30,Ayam Fillet,160,KG
2023-07-31,Ayam Fillet,179,KG
2023-08-01,Ayam Fillet,169,KG
2023-08-02,Ayam Fillet,184,KG
2023-08-03,Ayam Fillet,193,KG
2023-08-04,Ayam Fillet,212,KG
2023-08-05,Ayam Fillet,205,KG
2023-08-06,Ayam Fillet,151,KG
2023-08-07,Ayam Fillet,167,KG
2023-08-08,Ayam Fillet,170,KG
2023-08-09,Ayam Fillet,177,KG
2023-08-10,Ayam Fillet,189,KG
2023-08-11,Ayam Fillet,208,KG
2023-08-12,Ayam Fillet,203,KG
2023-08-13,Ayam Fillet,151,KG
2023-08-14,Ayam Fillet,161,KG
2023-08-15,Ayam Fillet,168,KG
2023-08-16,Ayam Fillet,178,KG
2023-08-17,Ayam Fillet,191,KG
2023-08-18,Ayam Fillet,205,KG
2023-08-19,Ayam Fillet,198,KG
2023-08-20,Ayam Fillet,145,KG
2023-08-21,Ayam Fillet,,KG
2023-08-22,Ayam Fillet,,KG
2023-08-23,Ayam Fillet,174,KG
2023-08-24,Ayam Fillet,183,KG
2023-08-25,Ayam Fillet,213,KG
2023-08-26,Ayam Fillet,202,KG
2023-08-27,Ayam Fillet,149,KG
2023-08-28,Ayam Fillet,163,KG
2023-08-29,Ayam Fillet,170,KG
2023-08-30,Ayam Fillet,179,KG
2023-08-31,Ayam Fillet,196,KG
2023-09-01,Ayam Fillet,200,KG
2023-09-02,Ayam Fillet,,KG
2023-09-03,Ayam Fillet,140,KG
2023-09-04,Ayam Fillet,158,KG
2023-09-05,Ayam Fillet,159,KG
2023-09-06,Ayam Fillet,168,KG
2023-09-07,Ayam Fillet,173,KG
2023-09-08,Ayam Fillet,,KG
2023-09-09,Ayam Fillet,,KG
2023-09-10,Ayam Fillet,140,KG
2023-09-11,Ayam Fillet,,KG
2023-09-12,Ayam Fillet,155,KG
2023-09-13,Ayam Fillet,170,KG
2023-09-14,Ayam Fillet,182,KG
2023-09-15,Ayam Fillet,199,KG
2023-09-16,Ayam Fillet,190,KG
2023-09-17,Ayam Fillet,136,KG
2023-09-18,Ayam Fillet,,KG
2023-09-19,Ayam Fillet,153,KG
2023-09-20,Ayam Fillet,161,KG
2023-09-21,Ayam Fillet,,KG
2023-09-22,Ayam Fillet,191,KG
2023-09-23,Ayam Fillet,188,KG
2023-09-24,Ayam Fillet,134,KG
2023-09-25,Ayam Fillet,161,KG
2023-09-26,Ayam Fillet,160,KG
2023-09-27,Ayam Fillet,170,KG
2023-09-28,Ayam Fillet,190,KG
2023-09-29,Ayam Fillet,,KG
2023-09-30,Ayam Fillet,199,KG
2023-10-01,Ayam Fillet,132,KG
2023-10-02,Ayam Fillet,141,KG
2023-10-03,Ayam Fillet,147,KG
2023-10-04,Ayam Fillet,162,KG
2023-10-05,Ayam Fillet,176,KG
2023-10-06,Ayam Fillet,,KG
2023-10-07,Ayam Fillet,180,KG
2023-10-08,Ayam Fillet,128,KG
2023-10-09,Ayam Fillet,,KG
2023-10-10,Ayam Fillet,148,KG
2023-10-11,Ayam Fillet,157,KG
2023-10-12,Ayam Fillet,178,KG
2023-10-13,Ayam Fillet,200,KG
2023-10-14,Ayam Fillet,184,KG
2023-10-15,Ayam Fillet,,KG
2023-10-16,Ayam Fillet,146,KG
2023-10-17,Ayam Fillet,144,KG
2023-10-18,Ayam Fillet,157,KG
2023-10-19,Ayam Fillet,173,KG
2023-10-20,Ayam Fillet,188,KG
2023-10-21,Ayam Fillet,176,KG
2023-10-22,Ayam Fillet,125,KG
2023-10-23,Ayam Fillet,136,KG
2023-10-24,Ayam Fillet,,KG
2023-10-25,Ayam Fillet,,KG
2023-10-26,Ayam Fillet,175,KG
2023-10-27,Ayam Fillet,,KG
2023-10-28,Ayam Fillet,,KG
2023-10-29,Ayam Fillet,140,KG
2023-10-30,Ayam Fillet,156,KG
2023-10-31,Ayam Fillet,156,KG
2023-11-01,Ayam Fillet,,KG
2023-11-02,Ayam Fillet,167,KG
2023-11-03,Ayam Fillet,178,KG
2023-11-04,Ayam Fillet,,KG
2023-11-05,Ayam Fillet,125,KG
2023-11-06,Ayam Fillet,,KG
2023-11-07,Ayam Fillet,,KG
2023-11-08,Ayam Fillet,155,KG
2023-11-09,Ayam Fillet,171,KG
2023-11-10,Ayam Fillet,187,KG
2023-11-11,Ayam Fillet,182,KG
2023-11-12,Ayam Fillet,123,KG
2023-11-13,Ayam Fillet,,KG
2023-11-14,Ayam Fillet,138,KG
2023-11-15,Ayam Fillet,156,KG
2023-11-16,Ayam Fillet,168,KG
2023-11-17,Ayam Fillet,181,KG
2023-11-18,Ayam Fillet,178,KG
2023-11-19,Ayam Fillet,125,KG
2023-11-20,Ayam Fillet,140,KG
2023-11-21,Ayam Fillet,138,KG
2023-11-22,Ayam Fillet,154,KG
2023-11-23,Ayam Fillet,169,KG
2023-11-24,Ayam Fillet,180,KG
2023-11-25,Ayam Fillet,184,KG
2023-11-26,Ayam Fillet,,KG
2023-11-27,Ayam Fillet,148,KG
2023-11-28,Ayam Fillet,,KG
2023-11-29,Ayam Fillet,,KG
2023-11-30,Ayam Fillet,178,KG
2023-12-01,Ayam Fillet,184,KG
2023-12-02,Ayam Fillet,,KG
2023-12-03,Ayam Fillet,,KG
2023-12-04,Ayam Fillet,139,KG
2023-12-05,Ayam Fillet,,KG
2023-12-06,Ayam Fillet,145,KG
2023-12-07,Ayam Fillet,166,KG
2023-12-08,Ayam Fillet,189,KG
2023-12-09,Ayam Fillet,,KG
2023-12-10,Ayam Fillet,127,KG
2023-12-11,Ayam Fillet,139,KG
2023-12-12,Ayam Fillet,143,KG
2023-12-13,Ayam Fillet,,KG
2023-12-14,Ayam Fillet,167,KG
2023-12-15,Ayam Fillet,,KG
2023-12-16,Ayam Fillet,175,KG
2023-12-17,Ayam Fillet,121,KG
2023-12-18,Ayam Fillet,139,KG
2023-12-19,Ayam Fillet,147,KG
2023-12-20,Ayam Fillet,154,KG
2023-12-21,Ayam Fillet,,KG
2023-12-22,Ayam Fillet,183,KG
2023-12-23,Ayam Fillet,176,KG
2023-12-24,Ayam Fillet,,KG
2023-12-25,Ayam Fillet,152,KG
2023-12-26,Ayam Fillet,156,KG
2023-12-27,Ayam Fillet,169,KG
2023-12-28,Ayam Fillet,183,KG
2023-12-29,Ayam Fillet,,KG
2023-12-30,Ayam Fillet,,KG
2023-12-31,Ayam Fillet,136,KG
2024-01-01,Ayam Fillet,141,KG
2024-01-02,Ayam Fillet,145,KG
2024-01-03,Ayam Fillet,,KG
2024-01-04,Ayam Fillet,,KG
2024-01-05,Ayam Fillet,184,KG
2024-01-06,Ayam Fillet,174,KG
2024-01-07,Ayam Fillet,126,KG
2024-01-08,Ayam Fillet,139,KG
2024-01-09,Ayam Fillet,142,KG
2024-01-10,Ayam Fillet,152,KG
2024-01-11,Ayam Fillet,170,KG
2024-01-12,Ayam Fillet,,KG
2024-01-13,Ayam Fillet,,KG
2024-01-14,Ayam Fillet,129,KG
2024-01-15,Ayam Fillet,146,KG
2024-01-16,Ayam Fillet,151,KG
2024-01-17,Ayam Fillet,172,KG
2024-01-18,Ayam Fillet,181,KG
2024-01-19,Ayam Fillet,194,KG
2024-01-20,Ayam Fillet,187,KG
2024-01-21,Ayam Fillet,132,KG
2024-01-22,Ayam Fillet,,KG
2024-01-23,Ayam Fillet,,KG
2024-01-24,Ayam Fillet,,KG
2024-01-25,Ayam Fillet,182,KG
2024-01-26,Ayam Fillet,199,KG
2024-01-27,Ayam Fillet,197,KG
2024-01-28,Ayam Fillet,143,KG
2024-01-29,Ayam Fillet,,KG
2024-01-30,Ayam Fillet,160,KG
2024-01-31,Ayam Fillet,184,KG
2024-02-01,Ayam Fillet,185,KG
2024-02-02,Ayam Fillet,192,KG
2024-02-03,Ayam Fillet,186,KG
2024-02-04,Ayam Fillet,145,KG
2024-02-05,Ayam Fillet,158,KG
2024-02-06,Ayam Fillet,,KG
2024-02-07,Ayam Fillet,163,KG
2024-02-08,Ayam Fillet,181,KG
2024-02-09,Ayam Fillet,193,KG
2024-02-10,Ayam Fillet,188,KG
2024-02-11,Ayam Fillet,131,KG
2024-02-12,Ayam Fillet,,KG
2024-02-13,Ayam Fillet,153,KG
2024-02-14,Ayam Fillet,171,KG
2024-02-15,Ayam Fillet,184,KG
2024-02-16,Ayam Fillet,197,KG
2024-02-17,Ayam Fillet,,KG
2024-02-18,Ayam Fillet,137,KG
2024-02-19,Ayam Fillet,,KG
2024-02-20,Ayam Fillet,155,KG
2024-02-21,Ayam Fillet,166,KG
2024-02-22,Ayam Fillet,186,KG
2024-02-23,Ayam Fillet,200,KG
2024-02-24,Ayam Fillet,190,KG
2024-02-25,Ayam Fillet,149,KG
2024-02-26,Ayam Fillet,162,KG
2024-02-27,Ayam Fillet,168,KG
2024-02-28,Ayam Fillet,177,KG
2024-02-29,Ayam Fillet,,KG
2024-03-01,Ayam Fillet,206,KG
2024-03-02,Ayam Fillet,199,KG
2024-03-03,Ayam Fillet,,KG
2024-03-04,Ayam Fillet,151,KG
2024-03-05,Ayam Fillet,160,KG
2024-03-06,Ayam Fillet,,KG
2024-03-07,Ayam Fillet,,KG
2024-03-08,Ayam Fillet,211,KG
2024-03-09,Ayam Fillet,199,KG
2024-03-10,Ayam Fillet,147,KG
2024-03-11,Ayam Fillet,162,KG
2024-03-12,Ayam Fillet,,KG
2024-03-13,Ayam Fillet,,KG
2024-03-14,Ayam Fillet,191,KG
2024-03-15,Ayam Fillet,,KG
2024-03-16,Ayam Fillet,,KG
2024-03-17,Ayam Fillet,150,KG
2024-03-18,Ayam Fillet,167,KG
2024-03-19,Ayam Fillet,171,KG
2024-03-20,Ayam Fillet,179,KG
2024-03-21,Ayam Fillet,196,KG
2024-03-22,Ayam Fillet,202,KG
2024-03-23,Ayam Fillet,202,KG
2024-03-24,Ayam Fillet,151,KG
2024-03-25,Ayam Fillet,172,KG
2024-03-26,Ayam Fillet,180,KG
2024-03-27,Ayam Fillet,189,KG
2024-03-28,Ayam Fillet,202,KG
2024-03-29,Ayam Fillet,218,KG
2024-03-30,Ayam Fillet,216,KG
2024-03-31,Ayam Fillet,165,KG
2024-04-01,Ayam Fillet,167,KG
2024-04-02,Ayam Fillet,169,KG
